activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Fire Extinguishing Materials Trading,101440.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Fire Fighting & Safety Equipment Trading,101443.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Fire Resistant Doors Trading,101452.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Fire Safety Consultancy,101454.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Fish Seller,101472.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,IFZA,
Flavours & Fragrances Trading,100081.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Flour Trading,101496.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Food & Beverages Trading,101508.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Food Consultant,101509.0,70,702,7020,Management consultancy activities,,IFZA,
Food Supplements Trading,101522.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Foodstuff Supply Services,101528.0,56,562,5621,Event catering,,IFZA,
Forfaiting Services,101539.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Freight Broker,101552.0,52,522,5229,Other transportation support activities,,IFZA,
Fresh & Chilled & Frozen Meat Trading,101556.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Frozen Fish & Seafood Trading,101560.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Frozen Poultry Trading,101562.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Fruit & Vegetable Seller,101563.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,IFZA,
Fuel Supply Services,101574.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Fuel Supply Services (Outside UAE),101575.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Full Service Postal Agency,101578.0,53,532,5320,Courier activities,,IFZA,
Furniture Repair & Refurbishing,101583.0,95,952,9524,Repair of furniture and home furnishings,,IFZA,
Furniture Upholstery,101583.0,95,952,9524,Repair of furniture and home furnishings,,IFZA,
Gaming Academy,101592.0,85,854,8549,Other education n.e.c.,,IFZA,
Gaming Community Management,101593.0,82,829,8299,Other business support service activities n.e.c.,,IFZA,
Gaming Consultancy Services,101594.0,70,702,7020,Management consultancy activities,,IFZA,
Gaming Development Services,101596.0,62,620,6201,Computer programming activities,,IFZA,
Gaming Engine Operation,101598.0,62,620,6201,Computer programming activities,,IFZA,
Gaming Industry Research Services,101599.0,72,722,7220,Research and experimental development on social sciences and humanities,,IFZA,
Gaming Localization Services,101590.0,62,620,6201,Computer programming activities,,IFZA,
Gaming Production Service Providers,101601.0,59,591,5912,"Motion picture, video and television programme post-production activities",,IFZA,
Gaming Publisher,101587.0,58,582,5820,Software publishing,,IFZA,
Gaming Streaming Social Media Platform,101603.0,60,602,6020,Television programming and broadcasting activities,,IFZA,
Gaming Studio,101604.0,59,591,5911,"Motion picture, video and television programme production activities",,IFZA,
Garbage & Waste Collection Containers Trading,101608.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Garbage Disposal Services,101610.0,38,382,3821,Treatment and disposal of non-hazardous waste,,IFZA,
Garden Equipment Trading,101612.0,46,464,4649,Wholesale of other household goods,,IFZA,
Garments Accessories Trading,101613.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Gas Cylinders Trading,101621.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
General Security Guard Services,101643.0,80,801,8010,Private security activities,,IFZA,
General Trading,101646.0,46,469,4690,Non-specialized wholesale trade,,IFZA,
Geographical Maps Drawing,101655.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Geophysical & Geological Studies & Services,101656.0,72,721,7210,Research and experimental development on natural sciences and engineering,,IFZA,
Ghee & Vegetable Oil Trading,101661.0,47,472,4721,Retail sale of food in specialized stores,,IFZA,
Gift Wrapping Services,101662.0,82,829,8292,Packaging activities,,IFZA,
Gifts Trading,101664.0,46,464,4649,Wholesale of other household goods,,IFZA,
Glass & Mirrors Trading,101665.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Glass Bottles Trading,101669.0,46,464,4649,Wholesale of other household goods,,IFZA,
Glass Waste Trading,101676.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
"Gliders, Sailplanes & Spare Parts Trading",101679.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Global Positioning Systems (G.P.S) Trading,100001.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Goods Wholesalers,101698.0,46,469,4690,Non-specialized wholesale trade,,IFZA,
"Grains, Cereals & Legumes Trading",101703.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,IFZA,
Green Building Construction Materials Trading,101711.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Green Buildings Consultant,101712.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Green Houses & Equipment Trading,101714.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Gum & Glue Trading,101724.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Gypsum Products Trade,101731.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Handbags & Leather Products Trading,101743.0,46,464,4649,Wholesale of other household goods,,IFZA,
"Handling, Loading & lifting Equipment Trading",101746.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Hazardous Waste Collection & Transport,101750.0,38,381,3812,Collection of hazardous waste,,IFZA,
Health and Fitness Club Consulting,101752.0,70,702,7020,Management consultancy activities,,IFZA,
Health Awareness Services,101754.0,88,881,8810,Social work activities without accommodation for the elderly and disabled,,IFZA,
Health Consultancies,101755.0,70,702,7020,Management consultancy activities,,IFZA,
Health Insurance Claims Management,101761.0,66,662,6621,Risk and damage evaluation,,IFZA,
Health Planning Consultancies,101763.0,70,702,7020,Management consultancy activities,,IFZA,
Heavy & Light Aircrafts & Helicopters Trading,101770.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Heavy & Light Machinery & Equipment Rental,101771.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Heavy Duty Equipment & Machinery Repair & Maintenance,101772.0,33,331,3319,Repair of other equipment,,IFZA,
Heavy Equipment & Machinery Spare Parts Trading,101774.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Helicopter Rental,101780.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Home Furniture Trading,101794.0,46,464,4649,Wholesale of other household goods,,IFZA,
Honey & Apiary Accessories Trading,101800.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Horse Equestrian Equipment & Requisites Trading,101804.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,IFZA,
Horses Trading,101805.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,IFZA,
Hospitality & Tourism Training Services,101808.0,85,854,8549,Other education n.e.c.,,IFZA,
Hospitality Services,101810.0,56,562,5621,Event catering,,IFZA,
Hotel Consultants,101814.0,70,702,7020,Management consultancy activities,,IFZA,
Hotel Management,101815.0,82,821,8211,Combined office administrative service activities,,IFZA,
Household Utensils Trading,101825.0,46,464,4649,Wholesale of other household goods,,IFZA,
Household Utensils Trading,101825.0,46,464,4649,Wholesale of other household goods,,IFZA,
"Household, Professional & Personal Goods E-Trade",101826.0,47,479,4791,Retail sale via mail order houses or via Internet,,IFZA,
Human Resources Consultancies,101829.0,70,702,7020,Management consultancy activities,,IFZA,
Hunting Requisites Trading,101830.0,46,464,4649,Wholesale of other household goods,,IFZA,
Ice Cream Trading,101837.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Ignition Materials Trading,101845.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Imitation Jewellery Smithing,101848.0,32,321,3212,Manufacture of imitation jewellery and related articles,,IFZA,
Imitation Jewellery Trading,101849.0,46,464,4649,Wholesale of other household goods,,IFZA,
Immigration Services,101850.0,70,702,7020,Management consultancy activities,,IFZA,
In Bound Tour Operator,101858.0,79,791,7912,Tour operator activities,,IFZA,
Industrial & Liquefied Natural Gas Trading,101865.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Industrial & Liquefied Natural Gas Trading (Outside UAE),101865.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Industrial Kitchen & Catering Equipment Trading,101874.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Industrial Plant Equipment & Spare Parts Trading,101877.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Industrial Solvents Trading,101882.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Information Helpline Directory,101889.0,82,822,8220,Activities of call centres,,IFZA,
Information Technology Consultants,101894.0,62,620,6202,Computer consultancy and computer facilities management activities,,IFZA,
Information Technology Network Services,101895.0,62,620,6202,Computer consultancy and computer facilities management activities,,IFZA,
Ink & Printing Materials Trading,101900.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Innovation & Artificial Intelligence Research & Consultancies,101904.0,70,702,7020,Management consultancy activities,,IFZA,
Inspection & Testing Equipment Trading,101909.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Insulation & Protection Materials Trading,101941.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Intellectual Property Registration Agent,101951.0,69,691,6910,Legal activities,,IFZA,
Internet Consultancy,101972.0,62,620,6202,Computer consultancy and computer facilities management activities,,IFZA,
Internet Content Provider,101973.0,63,631,6311,"Data processing, hosting and related activities",,IFZA,
Internet Services,101972.0,61,619,6190,Other telecommunications activities,,IFZA,
Investment Consultant,101982.0,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Investment in Agricultural Enterprises & Management,100117.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Commercial Enterprises & Management,100768.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Educational Enterprises & Management,101199.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Energy Enterprises & Management,101983.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Healthcare Enterprises & Development,101764.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Industrial Enterprises & Management,101870.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Oil & Natural Gas Projects,101984.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Retail Trade Enterprises & Management,101986.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Sport Enterprises & Development,101987.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Technological Enterprises & Management,101988.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Tourist Enterprises & Management,101989.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Investment in Water Enterprises & Development,101990.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,IFZA,
Invitation & Greeting Cards Trading,101992.0,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,IFZA,
Ironmongery Trading,101999.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Irrigation Equipment & Requisites Trading,102000.0,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,IFZA,
IT Infrastructure,102008.0,63,631,6311,"Data processing, hosting and related activities",,IFZA,
IT Support Services,102007.0,63,631,6311,"Data processing, hosting and related activities",,IFZA,
Jet Fuel Supply Services,102013.0,52,522,5223,Service activities incidental to air transportation,,IFZA,
Jet Ski Rental,102014.0,77,772,7721,Renting and leasing of recreational and sports goods,,IFZA,
Jet Ski Trading,102015.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,IFZA,
Jewellery Designing,102018.0,74,741,7410,Specialized design activities,,IFZA,
Jewellery Repair,102021.0,95,952,9529,Repair of other personal and household goods,,IFZA,
Jewellery Trading,102016.0,46,464,4649,Wholesale of other household goods,,IFZA,
Juice Trading,102025.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Key Duplicators,102030.0,95,952,9529,Repair of other personal and household goods,,IFZA,
Kids Amusement Arcade,102031.0,93,932,9321,Activities of amusement parks and theme parks,,IFZA,
Kids Rides & Games Trading,102032.0,47,476,4764,Retail sale of games and toys in specialized stores,,IFZA,
"Knives, Scissors Repair & Sharpening",102039.0,95,952,9529,Repair of other personal and household goods,,IFZA,
Laboratories Chemicals Trading,102044.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Laboratories Tools & Requisites Trading,102045.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Ladies Garment Trade,102052.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Land Transport Agent,102062.0,52,522,5229,Other transportation support activities,,IFZA,
Language Training,102068.0,85,854,8549,Other education n.e.c.,,IFZA,
Laser & Fireworks Show Equipment Trading,102070.0,46,464,4649,Wholesale of other household goods,,IFZA,
Laser & Lights Shows,102071.0,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Laundry & Dry Cleaning Equipment Trading,102076.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Laundry Services,102077.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,IFZA,
Leasing Property Brokerage Agents,102086.0,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Leather & Similar Products Repair,102088.0,95,952,9523,Repair of footwear and leather goods,,IFZA,
Legal Translation,102096.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Lifestyle Coaching,102108.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
"Lifts, Escalators & Spare Parts Trading",102112.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Light Fitting & Fixtures Trade,102116.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,IFZA,
Lighting Equipment & Requisites Trading,102119.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Lighting Poles Trade,102121.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Live Theatrical Show Production,102133.0,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Loans & Overdues Rescheduling Services,102139.0,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Locks & Keys Trading,102145.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Locks Repair,102146.0,95,952,9529,Repair of other personal and household goods,,IFZA,
Logistic Services,102147.0,52,522,5229,Other transportation support activities,,IFZA,
Logistics Consultancy,102148.0,70,702,7020,Management consultancy activities,,IFZA,
Loyalty Card Services,102150.0,82,829,8299,Other business support service activities n.e.c.,,IFZA,
Lubricants & Grease Trading,102153.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Lubricants & Petroleum Wastes Transport,102154.0,52,522,5229,Other transportation support activities,,IFZA,
Magnetic Technology Equipment Trading,102162.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Management Consultancies,102177.0,70,702,7020,Management consultancy activities,,IFZA,
Managing Office,102180.0,70,701,7010,Activities of head offices,,IFZA,
Maps & Plans Photocopying Services,102601.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,IFZA,
Maquettes & Models Trading,102602.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Marble & Natural Stones Trading,102603.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Marine Equipment Repairing & Maintenance,102608.0,33,331,3319,Repair of other equipment,,IFZA,
Maritime Consultancies Services,102621.0,70,702,7020,Management consultancy activities,,IFZA,
Market Making in Securities,102623.0,66,661,6611,Administration of financial markets,,IFZA,
Marketing Management,102631.0,73,732,7320,Market research and public opinion polling,,IFZA,
Marketing Research & Consultancies,102629.0,73,732,7320,Market research and public opinion polling,,IFZA,
Marketing Services Via Social Media,102633.0,62,620,6202,Computer consultancy and computer facilities management activities,,IFZA,
Materials Fire Resistance Testing Services,102639.0,71,712,7120,Technical testing and analysis,,IFZA,
Means of Transportation Services Broker,102642.0,52,522,5229,Other transportation support activities,,IFZA,
Measuring & Control Systems Trading,102643.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Meat Seller,102648.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,IFZA,
Media Monitoring Services,102665.0,73,732,7320,Market research and public opinion polling,,IFZA,
Media Studies & Consultancies,102658.0,70,702,7020,Management consultancy activities,,IFZA,
Medical Billing Services,102680.0,82,829,8291,Activities of collection agencies and credit bureaus,,IFZA,
Medical Equipment Management & Operation,102684.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Medical Equipment Rental,102685.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Medical Gas Trading,102689.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Medical Treatment Facilitation Services,102696.0,82,829,8299,Other business support service activities n.e.c.,,IFZA,
"Medical, Surgical Articles & Requisites Trading",102697.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
"Medical, Surgical Equipment Trading",102698.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Medicinal Chemicals Trading,102700.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Men's Garment Trading,102712.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Merchandising services,102716.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,IFZA,
Metal Alloys Trading,102717.0,46,466,4662,Wholesale of metals and metal ores,,IFZA,
Metal Blinds Trading,102718.0,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,IFZA,
Metal Cans & Containers Trading,102719.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Metal Drums & Barrels Trading,102720.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Metal Ores Trading,102721.0,46,466,4662,Wholesale of metals and metal ores,,IFZA,
Metal Ropes Trading,102722.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Metal Wires Trade,102723.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Military Cloth Ware & requisites Trading,102727.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,IFZA,
Mind Abilities Development Equipment Trading,102729.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Mineral Water Trading,102730.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Mobile Phone Repair,102736.0,95,951,9512,Repair of communication equipment,,IFZA,
Mobile Phone Upgrading Services,102733.0,95,952,9521,Repair of consumer electronics,,IFZA,
Mobile Phones & Accessories Trading,102734.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Models Production By Three Dimensional Laser Scanning,102739.0,74,742,7420,Photographic activities,,IFZA,
Monetary & Banking Equipment Trading,102740.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Money and Valuables Transport Services,102741.0,80,802,8020,Security systems service activities,,IFZA,
Mortgage Consultant,102743.0,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Motor Vehicles Batteries Trading,,45,453,4530,Sale of motor vehicle parts and accessories,,IFZA,
Motor Vehicles Trading,,45,451,4510,Sale of motor vehicles,,IFZA,
Motorcycles Rental,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Motorcycles Spare Parts & Accessories Trading,102749.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,IFZA,
Motorcycles Trade,102750.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,IFZA,
Movie Filming & production Equipment Rental,102751.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Multi-Dimensional Images Trading (HOLOGRAM),102752.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Music Consultant,102753.0,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Musical Instruments & Requisites Trading,,46,464,4649,Wholesale of other household goods,,IFZA,
Musical Instruments Repair & Maintenance,,95,952,9529,Repair of other personal and household goods,,IFZA,
Natural Extraction Machinery & Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Natural Gas Technology Marketing,102754.0,73,731,7310,Advertising,,IFZA,
Natural Herbs Trading,102755.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Network Consultancies,102756.0,62,620,6202,Computer consultancy and computer facilities management activities,,IFZA,
New Automobile Trading for Export,102761.0,45,451,4510,Sale of motor vehicles,,IFZA,
New Motor Vehicles Trading Abroad,,45,451,4510,Sale of motor vehicles,,IFZA,
News Services via Websites,,63,639,6391,News agency activities,,IFZA,
Newspapers & Magazines Trading,102765.0,46,464,4649,Wholesale of other household goods,,IFZA,
Non Edible Oil Trading,102768.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Non Ferrous Metal Trading,102770.0,46,466,4662,Wholesale of metals and metal ores,,IFZA,
Non-Commercial Information Services,102771.0,63,639,6399,Other information service activities n.e.c.,,IFZA,
Non-Manufactured Precious Metal Trading,102773.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Novelties Trading,102774.0,46,464,4649,Wholesale of other household goods,,IFZA,
Nuts Trading,102778.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Occupational Hygiene & Safety Requisites Trading.,102780.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Occupational Safety Consultancy,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Occupational Safety Training,102781.0,85,854,8549,Other education n.e.c.,,IFZA,
Office Equipment Trading,102783.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Office Furniture Trade,102784.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Offshore Crude Oil Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Offshore Oil & Natural Gas Wells Equipment Repairing,,33,331,3312,Repair of machinery,,IFZA,
Offshore Refined Oil Product Trading Abroad,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Oil & Natural Gas Exploration Consultancies,102785.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Oil & Natural Gas Well Drilling Abroad,103387.0,9,91,910,Support activities for petroleum and natural gas extraction,,IFZA,
Oil & Natural Gas Well Reinforcement Services Abroad,103390.0,9,91,910,Support activities for petroleum and natural gas extraction,,IFZA,
Oil Drilling Rigs & Equipment Trading,102787.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Oilfield & Natural Gas Equipment & Spare Parts Trading,102793.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Oilfield Chemicals Trading,102795.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Online Gaming Services,102800.0,61,619,6190,Other telecommunications activities,,IFZA,
Onshore & Offshore Oil & Gas Fields Services,103394.0,9,91,910,Support activities for petroleum and natural gas extraction,,IFZA,
Onshore & Offshore Oil & Gas Fields Services Abroad,103395.0,9,91,910,Support activities for petroleum and natural gas extraction,,IFZA,
Oriental Carpets Trading,,46,464,4649,Wholesale of other household goods,,IFZA,
Out Bound Tour Operator,,79,791,7912,Tour operator activities,,IFZA,
Packing & Packaging Equipment Trading,102815.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Packing & Packaging Materials Trading,102816.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Paging Receivers Trading,102819.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Painting Equipment Trading,102822.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Paintings & Frames Trade,102825.0,46,464,4649,Wholesale of other household goods,,IFZA,
Paints & Coating Materials Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Paper Products Trading,102826.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Paper Trading,102827.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Para-Pharmaceutical Products Trading,102828.0,46,464,4649,Wholesale of other household goods,,IFZA,
Parcels Delivery,102831.0,53,532,5320,Courier activities,,IFZA,
Parliamentary Consultancy,102835.0,70,702,7020,Management consultancy activities,,IFZA,
Parties & Entertainments Services,102836.0,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Parties & Events Filming,,74,742,7420,Photographic activities,,IFZA,
Passenger Transport by Luxury Motor Vehicles,,49,492,4922,Other passenger land transport,,IFZA,
Passengers & Cargo Aircrafts Repair & Maintenance,103356.0,33,331,3315,"Repair of transport equipment, except motor vehicles",,IFZA,
Passengers Transport by Rented Buses,,49,492,4922,Other passenger land transport,,IFZA,
Pastry Preparing,102837.0,56,562,5621,Event catering,,IFZA,
Pastry Trading,102838.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Patent & Industrial Property Agent,102839.0,69,691,6910,Legal activities,,IFZA,
Patent & Intellectual Property Rights Management,102840.0,69,691,6910,Legal activities,,IFZA,
Pawn Consultant,,70,702,7020,Management consultancy activities,,IFZA,
Payment Services Provider,102842.0,82,829,8291,Activities of collection agencies and credit bureaus,,IFZA,
Pearls & Precious Stones Trading,102843.0,46,464,4649,Wholesale of other household goods,,IFZA,
People of Determination Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Performing Arts & Music Festivals,,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Perfumes & Cosmetics Trading,,46,464,4649,Wholesale of other household goods,,IFZA,
Personal Shopping Services,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Pest Control Equipment Trading,102849.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Petrochemicals Trading,102852.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Petroleum Transport (Outside UAE),,50,501,5012,Sea and coastal freight water transport,,IFZA,
Pets Relocation Services,,96,960,9609,Other personal service activities n.e.c.,,IFZA,
Pharmaceutical Consultancies,102856.0,70,702,7020,Management consultancy activities,,IFZA,
Pharmaceutical Representative Office,102857.0,70,701,7010,Activities of head offices,,IFZA,
Pharmaceutical Researches & Studies,102858.0,72,721,7210,Research and experimental development on natural sciences and engineering,,IFZA,
Photographic Equipment & Accessories Trading,102865.0,46,464,4649,Wholesale of other household goods,,IFZA,
Photographic Processing Equipment & Requisites Trading,102866.0,46,464,4649,Wholesale of other household goods,,IFZA,
Photography Processing Materials Trading,102869.0,46,464,4649,Wholesale of other household goods,,IFZA,
Photography Services,102864.0,74,742,7420,Photographic activities,,IFZA,
Picnics & Camping Organizing,,93,932,9329,Other amusement and recreation activities n.e.c.,,IFZA,
Pipes & Fittings Trading,103298.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Plastic & Nylon Raw Materials Trading,102874.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
