activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Distribution and delivery of mail and parcels Courier Service,101104.0,53,532,5320,Courier activities,,SPC,
Distribution and delivery of mail and parcels Postal Service,101105.0,53,532,5320,Courier activities,,SPC,
Distribution Of Advertising Materials &amp; Samples,101106.0,73,731,7310,Advertising,,SPC,
District and regional offices,101109.0,70,701,7010,Activities of head offices,,SPC,
Diving Services,101116.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Document Editing & Proofreading,101117.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Document editing or proofreading,101117.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Document preparation,101118.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Document Verification Followup Services,101119.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Documentary Filming,101121.0,59,591,5911,"Motion picture, video and television programme production activities",,SPC,
"documentation and information activities of libraries of all kinds, reading, listening and viewing rooms, public archives providing service to the general public or to a special clientele, such as students, scientists, staff, members as well as operation of government archives: organization of a collection, whether specialized or not cataloguing collections lending and storage of books, maps, periodicals, films, records, tapes, works of art etc. retrieval activities in order to comply with information requests etc.",101123.0,91,910,9101,"Libraries, archives, museums and other cultural activities",,SPC,
Documents & Data Verification Services,101124.0,80,802,8020,Security systems service activities,,SPC,
Documents Clearing Services,101126.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Documents Copying Services,101127.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Documents Destroying Services,101126.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Documents Saving Services,101127.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Documents Storage Services,101129.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Domestic Kitchen & Fixture Trading,101131.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SPC,
Drama schools (except academic),101137.0,85,854,8542,Cultural education,,SPC,
Dried Vegetables &amp; Fruit Trading,101141.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
"Drilling, Stock &amp; Production Engineering Services",101144.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Dry Batteries Trading,101150.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
Dry Ice Trading,101155.0,46,464,4649,Wholesale of other household goods,,SPC,
Duplicating,101158.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
E Guide and Building E Complexes,101160.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
E-books publishing,101162.0,58,581,5811,Book publishing,,SPC,
E-Commerce Through Social Media,101164.0,47,479,4791,Retail sale via mail order houses or via Internet,,SPC,
"E-commerce, IT Consultancy, Business Consultancy",101166.0,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
E-gaming services &amp; solutions,101172.0,61,619,6190,Other telecommunications activities,,SPC,
E-sports Data &amp; Analytics Services,101175.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
"E-Trading of Jewellery, Pearls, and Precious Stones",101182.0,47,479,4791,Retail sale via mail order houses or via Internet,,SPC,
Economic advisory,101192.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Economical Feasibility Consultancy and Studies,101193.0,70,702,7020,Management consultancy activities,,SPC,
Education and Training Computer Software,101196.0,62,620,6201,Computer programming activities,,SPC,
Education consultancy,101197.0,85,855,8550,Educational support activities,,SPC,
"Education Services , Education Support Services",101197.0,85,855,8550,Educational support activities,,SPC,
Educational & Recreational Tours Organizing,101202.0,79,791,7912,Tour operator activities,,SPC,
Educational Aids Trading,101203.0,46,464,4649,Wholesale of other household goods,,SPC,
"Educational Books Publishing, E-books Publishing",101162.0,58,581,5811,Book publishing,,SPC,
Educational support activities,101200.0,85,855,8550,Educational support activities,,SPC,
Educational Technologies Research &amp; Development,101208.0,72,722,7220,Research and experimental development on social sciences and humanities,,SPC,
"Elaboration of projects using air conditioning, refrigeration, sanitary and pollution control engineering, acoustical engineering etc.",101214.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Electric Cars Trading,101218.0,45,451,4510,Sale of motor vehicles,,SPC,
Electric Scooters Rental,101223.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Electric Vehicles Charging Stations & Systems & Spare Parts Trading,101224.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
Electric Vehicles Charging Stations Management and Operation,101225.0,52,522,5221,Service activities incidental to land transportation,,SPC,
Electrical & Electronic Appliances Rental,101228.0,77,772,7729,Renting and leasing of other personal and household goods,,SPC,
Electrical & Electronic Appliances Spare Parts Trading.,101229.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
Electrical Fittings Trading,101235.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Electrical installation,101238.0,43,432,4321,Electrical installation,,SPC,
Electrical Network & Distribution Engineering Services,101241.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
"Electrical, plumbing and other construction installation activities",101242.0,43,432,4320,"Electrical, plumbing and other construction installation activities",,SPC,
Electromechanical Equipment Installation and Maintenance,101247.0,43,432,4322,"Plumbing, heat and air-conditioning installation",,SPC,
Electronic Cards Trading,101250.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
Electronic Chips Designing and Programing,101254.0,62,620,6201,Computer programming activities,,SPC,
Electronic Cigarettes & Accessories Trading,101256.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Electronic Cigarettes & Accessories Trading,101256.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Electronic cigarettes trade and their supplies – wholesale,101257.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Electronic Devices Engineering Consultancy,101258.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Electronic Directory,101259.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
Electronic Engineering Services,101260.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Electronic Equipment and Devices Systems and Software Designing,101261.0,62,620,6201,Computer programming activities,,SPC,
Electronic Gadgets Masking Services,101262.0,82,829,8292,Packaging activities,,SPC,
Electronic Games Arcade,101263.0,93,932,9329,Other amusement and recreation activities n.e.c.,,SPC,
Electronic Integration,101268.0,61,611,6110,Wired telecommunications activities,,SPC,
Electronic Precision Instruments Trading,101270.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
"Electronic publishing and software implementation, Training & Education",101272.0,85,855,8550,Educational support activities,,SPC,
Elevators and Escalators Installation and Repair,101280.0,43,432,4329,Other construction installation,,SPC,
Emergency Collection Trading,101284.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SPC,
Employers & Workers Guidance Center,101285.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Employment Brokerage Office Services,101286.0,78,783,7830,Other human resources provision,,SPC,
Encryption Equipment Trading,101290.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SPC,
Encryption Software Trading,101291.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SPC,
Energy Projects and green buildings Consultancy,101297.0,70,702,7020,Management consultancy activities,,SPC,
Engineering consultancy,101302.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Engineering Consultancy in illumination and External Lighting for Buildings,101303.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Engineering consultancy of ship building,101305.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
"Engineering design and consulting services involving machinery, industrial processes, civil engineering, hydraulic engineering, traffic engineering, water management, electrical and electronic engineering, mining, chemical, mechanical, and safety engineering, along with project management for construction.",101307.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Engineering Designing Instruments Trading,101308.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Engines & Machinery Spare Parts Trading.,101310.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Engraving or etching of cylinders for gravure,101312.0,18,181,1812,Service activities related to printing,,SPC,
Entrepreneurship Training,101320.0,85,854,8549,Other education n.e.c.,,SPC,
Environmental Consultancy and Studies and Researches,101325.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SPC,
Environmental consulting,101326.0,70,702,7020,Management consultancy activities,,SPC,
Equipment trading of e-games and entertainment halls,101338.0,46,464,4649,Wholesale of other household goods,,SPC,
"Equipment Trading Radio, Television, Wholesale",101339.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
Event catering,101344.0,56,562,5621,Event catering,,SPC,
Event organizing,101346.0,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Events Organizing & Managing,101350.0,82,823,8230,Organization of conventions and trade shows,,SPC,
Examination of accounts and certification of their accuracy,101352.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SPC,
Exhibition Organizing,101358.0,82,823,8230,Organization of conventions and trade shows,,SPC,
Extended Warranty Management,101365.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
"Exterior cleaning of buildings of all types, including offices, factories, shops, institutions and other business and professional premises and multiunit residential buildings",100490.0,81,812,8129,Other building and industrial cleaning activities,,SPC,
External Advertisement,101367.0,73,731,7310,Advertising,,SPC,
Extracting & Drilling Equipment & Machinery Rental,101369.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Face Masks &amp; Gloves Trading,101376.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SPC,
Facilities management services,101380.0,82,821,8211,Combined office administrative service activities,,SPC,
Facilities Resources Planning Consultancy,101381.0,70,702,7020,Management consultancy activities,,SPC,
False Ceiling Trading,101384.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Farm Animals &amp; Birds Tracking,101388.0,61,619,6190,Other telecommunications activities,,SPC,
Fashion design consultancy,101390.0,74,741,7410,Specialized design activities,,SPC,
"Fashion design related to textiles, wearing apparel, shoes, furniture and other interior decoration and other fashion goods as well as other personal or household goods.",101391.0,74,741,7410,Specialized design activities,,SPC,
Fashion Shows Organizing,101392.0,82,823,8230,Organization of conventions and trade shows,,SPC,
Fast-food restaurants,101393.0,56,561,5610,Restaurants and mobile food service activities,,SPC,
Fencing &amp; Barbed Wire Trading,101397.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Fiber Glass Products Trading,101404.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Fiber Optic Products & Requisites Trading,101406.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Film making Training,101415.0,85,854,8549,Other education n.e.c.,,SPC,
Film processing,101416.0,74,742,7420,Photographic activities,,SPC,
Filters & Purification Devices Trading,101420.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Financial Advisory And Financial Analysis,101422.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Financial consultancy,101422.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Financial Consultation &amp; Financial Analysis,101422.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Financial Instruments Quotation Services,101423.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Financing Broker,101428.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Fine Arts Consultancy,101430.0,70,702,7020,Management consultancy activities,,SPC,
Fine arts schools (except academic),101432.0,85,854,8542,Cultural education,,SPC,
Fire Causes Inspection,101438.0,71,712,7120,Technical testing and analysis,,SPC,
Fire Extinguishing Materials Trading,101440.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Fire Fighting & Safety Equipment Trading,101443.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Fire Safety &amp; Protection Engineering Services,101453.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Fire Safety Consultancy,101454.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Fireworks Shows,101459.0,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Fish & Meat Wastes Trading,101464.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SPC,
Fishing Tackles Trading,101478.0,46,464,4649,Wholesale of other household goods,,SPC,
Fitting of heels,101479.0,95,952,9523,Repair of footwear and leather goods,,SPC,
Flags &amp; Flagpoles Trading,101482.0,46,464,4649,Wholesale of other household goods,,SPC,
Flavours &amp; Fragrances Trading,100081.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Flavours &amp; Fragrances Trading .,100081.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Flour Trading,101496.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Fly Ash Trading,101499.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Fodder Trading,101505.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SPC,
Folk Goods Seller,101506.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,SPC,
Folklore Dance Performance,101507.0,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Food and Dairy Consultant,101509.0,70,702,7020,Management consultancy activities,,SPC,
Food Consultant,101509.0,70,702,7020,Management consultancy activities,,SPC,
Food delivery,101512.0,56,561,5610,Restaurants and mobile food service activities,,SPC,
Food preparation in market stalls,101516.0,56,561,5610,Restaurants and mobile food service activities,,SPC,
Food Safety Consulting,101517.0,70,702,7020,Management consultancy activities,,SPC,
Food Supplements Trading,101522.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Foodstuff & Beverages Trading,101508.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Foreign Securities Promotion,101536.0,73,731,7310,Advertising,,SPC,
Forensic Medicine Consultancy,101538.0,70,702,7020,Management consultancy activities,,SPC,
Forfaiting Services,101539.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SPC,
Forwarding of freight,101542.0,52,522,5229,Other transportation support activities,,SPC,
Franking Machines Trading,101548.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Freelancers’ Services,101549.0,78,782,7820,Temporary employment agency activities,,SPC,
Freight Broker,101552.0,52,522,5229,Other transportation support activities,,SPC,
Fresh Fish & Marine Animals Trading,101462.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
"Fresh, Chilled &amp; Frozen Meat Trading",101556.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Frozen Fish & Seafood Trading,101560.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Frozen Poultry Trading,101562.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Fundraising organization services on a contract or fee basis,101579.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
Furniture Rental,101582.0,77,772,7729,Renting and leasing of other personal and household goods,,SPC,
Games Publishing,101587.0,58,582,5820,Software publishing,,SPC,
Gaming Content Production,101595.0,59,591,5911,"Motion picture, video and television programme production activities",,SPC,
Gaming Industry Research Services,101599.0,72,722,7220,Research and experimental development on social sciences and humanities,,SPC,
Gaming Localization Services,101590.0,62,620,6201,Computer programming activities,,SPC,
Gaming Production Service Providers,101601.0,59,591,5912,"Motion picture, video and television programme production activities",,SPC,
Gaming Publisher,101587.0,58,582,5820,Software publishing,,SPC,
Gaming Streaming Social Media Platform,101603.0,60,602,6020,Television programming and broadcasting activities,,SPC,
Gaming Team Management,101605.0,93,931,9319,Other sports activities,,SPC,
Garbage & Waste Collection Containers Trading,101608.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Garden Equipment Trading,101612.0,46,464,4649,Wholesale of other household goods,,SPC,
Garments Accessories Trading,101613.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SPC,
"General (non-specialized) cleaning of all types of buildings, such as: • Offices • Houses or apartments • Factories • Shops • Institutions",101629.0,81,812,8121,General cleaning of buildings,,SPC,
General (non-specialized) cleaning of other business and professional premises and multiunit residential buildings these activities cover mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways.,101629.0,81,812,8121,General cleaning of buildings,,SPC,
General Books Publishing,101630.0,58,581,5811,Book publishing,,SPC,
"General Books Publishing and Distribution, Consultancy, Online Marketing Services",101631.0,73,731,7310,Advertising,,SPC,
"General Books Publishing and Distribution, Online Marketing Services, E-commerce",101631.0,47,479,4791,Retail sale via mail order houses or via Internet,,SPC,
"General Books Publishing, Translation Services, Graphic Design",101632.0,58,581,5811,Book publishing,,SPC,
General cleaning of buildings,100490.0,81,812,8121,General cleaning of buildings,,SPC,
"General counselling and advising, preparation of legal documents: • Articles of incorporation, partnership agreements or similar documents in connection with company formation",101635.0,69,691,6910,Legal activities,,SPC,
General facilities and services engineering consultancy,101637.0,81,811,8110,Combined facilities support activities,,SPC,
General Investments Management & Operation,101639.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SPC,
General secondary education,101642.0,85,852,8521,General secondary education,,SPC,
General time-share provision of mainframe facilities to clients,101645.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
General Trading,101646.0,46,469,4690,Non-specialized wholesale trade,,SPC,
Geodetic surveying activities: Land &amp; boundary surveying activities • Hydrologic surveying activities • Subsurface surveying activities • Cartographic &amp; spatial information activities,101654.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Geographical Maps Drawing,101655.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Geophysical & Geological Studies & Services,101656.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SPC,
"Geophysical, geologic and seismic surveying",101658.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Ghee & Vegetable Oil Trading,101661.0,47,472,4721,Retail sale of food in specialized stores,,SPC,
Gift Wrapping Services,101662.0,82,829,8292,Packaging activities,,SPC,
Gifts trading,101664.0,46,464,4649,Wholesale of other household goods,,SPC,
Glass & Mirrors Trading,101665.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Glass and Aluminum Installation and Maintenance,101667.0,43,433,4330,Building completion and finishing,,SPC,
Glass Bottles Trading,101669.0,46,464,4649,Wholesale of other household goods,,SPC,
"Goods handling operations, e.g. temporary crating for the sole purpose of protecting the goods during transit, uncrating, sampling, weighing of goods",101692.0,52,522,5229,Other transportation support activities,,SPC,
Goods Land Shipment Services,101693.0,52,522,5221,Service activities incidental to land transportation,,SPC,
Goods Loading and Offloading Services,101695.0,52,522,5224,Cargo handling,,SPC,
Goods Packaging Services,101697.0,52,522,5224,Cargo handling,,SPC,
Goods Wholesalers,101698.0,46,469,4690,Non-specialized wholesale trade,,SPC,
Government Tourist Liaison Office,101700.0,70,701,7010,Activities of head offices,,SPC,
Government Transactions Center,101701.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Grant giving activities by membership organizations or others,101705.0,94,949,9499,"Activities of organizations not directly affiliated to a political party furthering a public cause or issue by means of public education, political influence, fund-raising etc.:  • Environmental and ecological movements  • Organizations supporting community and educational facilities n.e.c.  • Organizations for the protection and betterment of special groups, e.g. minority groups  • Associations for patriotic purposes, including war veterans’ associations",,SPC,
Grease Traps Trading,101710.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Green Buildings Construction materials Trading,101711.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Gum &amp; Glue Trading,101724.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Gymnastics instruction,101727.0,85,854,8541,Sports and recreation education,,SPC,
Gypsum Products Trading,101731.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Hair Care Products Consultancy,101733.0,70,702,7020,Management consultancy activities,,SPC,
Hairdressing and other beauty treatment,101736.0,96,960,9602,Hairdressing and other beauty treatment,,SPC,
Handbags &amp; Leather Products Trading,101743.0,46,464,4649,Wholesale of other household goods,,SPC,
"Handling, Loading &amp; Lifting Equipment Trading",101746.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Head offices,101751.0,70,701,7010,Activities of head offices,,SPC,
Health and Lifestyle Coaching and Consultancy,101753.0,70,702,7020,Management consultancy activities,,SPC,
Health Consultancy and Planning,101756.0,70,702,7020,Management consultancy activities,,SPC,
Health management consulting services,101762.0,70,702,7020,Management consultancy activities,,SPC,
Heavy & Light Machinery & Equipment Rental,101771.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Heavy Duty Machinery Engineering Services,101773.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Heavy Equipment &amp; Machinery Spare Parts Trading,101774.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Heavy Equipment and Machinery Spare Parts Trading,101774.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Heritage Consulting,101784.0,70,702,7020,Management consultancy activities,,SPC,
Home delivery services,101792.0,53,532,5320,Courier activities,,SPC,
Honey &amp; Apiary Accessories Trading,101800.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Horse Equestrian Equipment & Requisites Trading,101804.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,SPC,
Hospitality and tourism training services,101808.0,85,854,8549,Other education n.e.c.,,SPC,
Hospitality management consultancy,101809.0,70,702,7020,Management consultancy activities,,SPC,
Hospitality services,101810.0,56,562,5621,Event catering,,SPC,
Hotel Consultancy,101814.0,70,702,7020,Management consultancy activities,,SPC,
Household Utensils Trading,101825.0,46,464,4649,Wholesale of other household goods,,SPC,
Human resources consultancy,101829.0,70,702,7020,Management consultancy activities,,SPC,
"Human Resources Consultancy, On Demand Labor Supply Services, Permanent Recruitment Services",101829.0,70,702,7020,Management consultancy activities,,SPC,
"Human Resources Consultancy, Training Consultancy",101829.0,70,702,7020,Management consultancy activities,,SPC,
Hydraulic Engineering Services,101831.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Ice Cream Trading,101837.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Ice Trading,101842.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Ignition Materials Trading,101845.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Imitation Jewellery Trading,101849.0,46,464,4649,Wholesale of other household goods,,SPC,
Immigration consultancy,101850.0,70,702,7020,Management consultancy activities,,SPC,
Immigration Services,101850.0,70,702,7020,Management consultancy activities,,SPC,
"Immigration Services , Human Resources Consultancy, Insurance Broker Services",101851.0,66,662,6622,Activities of insurance agents and brokers,,SPC,
Import and export of books,101853.0,46,464,4649,Wholesale of other household goods,,SPC,
"Import/Export Printing &; Publishing Related, Books Trading &; Book-seller and Stationery",101854.0,18,181,1811,Printing,,SPC,
"Import/Export Printing and Publishing related, Art Production and Distribution",101855.0,18,181,1812,Service activities related to printing,,SPC,
In Bound Tour Operator,101858.0,79,791,7912,Tour operator activities,,SPC,
Industrial design,101868.0,74,741,7410,Specialized design activities,,SPC,
Industrial Installations Inspection Consultancy,101872.0,71,712,7120,Technical testing and analysis,,SPC,
Industrial Kitchen & Catering Equipment Trading,101874.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Industrial Plant Equipment &amp; Spare Parts Trading,101877.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Industrial Sponge Trading,101883.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Information Helpline Directory,101889.0,82,822,8220,Activities of call centres,,SPC,
Information search services on a contract or fee basis,101891.0,63,639,6399,Other information service activities n.e.c.,,SPC,
Information Technology Consultants,101894.0,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
Information Technology Network Services,101895.0,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
Ink & Printing Materials Trading,101900.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Innovation and artificial intelligence research and consultancies,101904.0,70,702,7020,Management consultancy activities,,SPC,
Insecticides Trading,101907.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
"Inspection, Testing Equipment & Devices Trading",101909.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Installation (setting-up) of personal computers,101911.0,62,620,6209,Other information technology and computer service activities,,SPC,
Installation of bowling alley equipment,101918.0,33,332,3320,Installation of industrial machinery and equipment,,SPC,
"Installation of doors (except automated and revolving), windows, door and window frames, of wood or other materials",101920.0,43,433,4330,Building completion and finishing,,SPC,
"Installation of electrical wiring and fitings, fibre optic, telecommunications wiring, computer networks, satellite dishes, lighting systems, fire alarms, burglar alarms, street lighting.",101921.0,43,432,4321,Electrical installation,,SPC,
"Installation of fitted kitchens, staircases, shop fittings and the like",101922.0,43,433,4330,Building completion and finishing,,SPC,
Installation of furniture,101923.0,43,433,4330,Building completion and finishing,,SPC,
"Installation of glass, mirrors, etc.",101924.0,43,433,4330,Building completion and finishing,,SPC,
"Installation of heating systems, furnaces, cooling towers, solar energy collectors, plumbing, ventilation, refrigeration, air conditioning, gas fittings, steam piping, fire sprinklers, and lawn sprinklers in buildings/ construction projects.",101917.0,43,432,4322,"Plumbing, heat and air-conditioning installation",,SPC,
Installation of industrial machinery and equipment,101925.0,33,332,3320,Installation of industrial machinery and equipment,,SPC,
Installation of industrial machinery in industrial plant,101926.0,33,332,3320,Installation of industrial machinery and equipment,,SPC,
Installation of industrial process control equipment,101927.0,33,332,3320,Installation of industrial machinery and equipment,,SPC,
"Installation of other industrial equipment, e.g.: • Communications equipment • Mainframe and similar computers • Irradiation and electromedical equipment etc.",101930.0,33,332,3320,Installation of industrial machinery and equipment,,SPC,
installation of parts and accessories not as part of the manufacturing process,101931.0,45,452,4520,Maintenance and repair of motor vehicles,,SPC,
"installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices,",101935.0,80,802,8020,Security systems service activities,,SPC,
Instruction for chefs hoteliers and restaurateurs,101938.0,85,852,8522,Technical and vocational secondary education,,SPC,
Instruction for tourist guides,101939.0,85,852,8522,Technical and vocational secondary education,,SPC,
Insulation & Protection Materials Trading,101941.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Insurance Consultancies,101946.0,66,662,6622,Activities of insurance agents and brokers,,SPC,
Intellectual Property Registration Agent,101951.0,69,691,6910,Legal activities,,SPC,
Intellectual property services,101953.0,77,774,7740,"Leasing of intellectual property and similar products, except copyrighted works",,SPC,
Interactive services,101955.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
"Interdisciplinary research and development, predominantly on social sciences and humanities",101957.0,72,722,7220,Research and experimental development on social sciences and humanities,,SPC,
Interior and exterior painting of buildings,101958.0,43,433,4330,Building completion and finishing,,SPC,
"Interior completion such as ceilings, wooden wall coverings, movable partitions, etc.",101959.0,43,433,4330,Building completion and finishing,,SPC,
Interior Design Engineering Consultancy,101962.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
"Interior installation of shops, mobile homes, boats etc.",101960.0,43,433,4330,Building completion and finishing,,SPC,
Internet Consultancy,101972.0,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
Internet Content Provider,101973.0,63,631,6311,"Data processing, hosting and related activities",,SPC,
"Investigation into collective opinions of the public about political, economic and social issues and statistical analysis thereof",101979.0,73,732,7320,Market research and public opinion polling,,SPC,
"Investigation into market potential, acceptance and familiarity of products and buying habits of consumers for the purpose of sales promotion and development of new products, including statistical analyses of the results",101980.0,73,732,7320,Market research and public opinion polling,,SPC,
Investment advisory services,101982.0,66,661,6619,Other activities auxiliary to financial service activities,,SPC,
