activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Other information technology and computer service activities,102808.0,62,620,6209,Other information technology and computer service activities,,SPC,
Other passenger land transport,,49,492,4922,Other passenger land transport,,SPC,
"Other passenger road transport: • Scheduled long-distance bus services • Charters, excursions and other occasional coach services • Taxi operation • Airport shuttles",,49,492,4922,Other passenger land transport,,SPC,
Other personal service activities,,96,960,9600,Other personal service activities n.e.c.,,SPC,
Other personal service activities n.e.c.,,96,960,9609,Other personal service activities n.e.c.,,SPC,
Other personal service activities n.e.c.,,96,960,9609,Other personal service activities n.e.c.,,SPC,
"Other professional, scientific and technical activities n.e.c.",,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Other publishing activities,102809.0,58,581,5819,Other publishing activities,,SPC,
Other renting of private cars with driver,102810.0,49,492,4922,Other passenger land transport,,SPC,
Other reservation service and related activities,102811.0,79,799,7990,Other reservation service and related activities,,SPC,
Other retail sale in non-specialized stores,,47,471,4719,Other retail sale in non-specialized stores,,SPC,
"Other retail sale not in stores, stalls or markets",,47,479,4799,"Other retail sale not in stores, stalls or markets",,SPC,
Other retail sale of new goods in specialized stores,,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Other social work activities without accommodation,,88,889,8890,Other social work activities without accommodation,,SPC,
Other Specialized Wholesale,,46,466,4660,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Other sports activities,,93,931,9319,Other sports activities,,SPC,
Other support activities typically provided to businesses not elsewhere classified,,82,829,8299,Other business support service activities n.e.c.,,SPC,
Other technical consulting,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Other telecommunications activities,,61,619,6190,Other telecommunications activities,,SPC,
Other transportation support activities,,52,522,5229,Other transportation support activities,,SPC,
Out Bound Tour Operator,,79,791,7912,Tour operator activities,,SPC,
"Own Account Investment Activities, Such As By Venture Capital Companies, Investment Clubs Etc.",,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SPC,
Packaging activities,102812.0,82,829,8292,Packaging activities,,SPC,
"Packaging activities on a fee or contract basis,whether or not these involve an automated process:• Bottling of liquids,including beverages and food•Packaging of solids(blister packaging, foil-covered etc.)•Security packaging of pharmaceutical preparations • Labeling,stamping and imprinting•Parcel-packing and gift wrapping",102813.0,82,829,8292,Packaging activities,,SPC,
"Packaging activities, Printing Services",102812.0,18,181,1812,Service activities related to printing,,SPC,
Packing & Packaging Equipment Trading,102815.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Packing & Packaging Materials Trading,102816.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Paging Receivers Trading,102819.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Paint &amp; Varnish Trading,102820.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Painting Equipment Trading,102822.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Painting of civil engineering structures,102823.0,43,433,4330,Building completion and finishing,,SPC,
Paintings & Artworks Rental,102824.0,77,772,7729,Renting and leasing of other personal and household goods,,SPC,
Paintings & Frames Trading,102825.0,46,464,4649,Wholesale of other household goods,,SPC,
Palm Branches Trading Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SPC,
Paper Products Trading,102826.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Paper Trading,102827.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Para Pharmaceutical Products Trading,102828.0,46,464,4649,Wholesale of other household goods,,SPC,
Para Pharmaceutical Products Wholesale,102828.0,46,464,4649,Wholesale of other household goods,,SPC,
Parking meter coin collection services,102834.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Parliamentary Consultancy,102835.0,70,702,7020,Management consultancy activities,,SPC,
Parties & Entertainments Services,102836.0,90,900,9000,"Creative, arts and entertainment activities",,SPC,
parties and events accessory Wholesale Trading,,46,464,4649,Wholesale of other household goods,,SPC,
Parties and Events Filming,,74,742,7420,Photographic activities,,SPC,
Pastry Trading,102838.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SPC,
Patent & Industrial Property Agent,102839.0,69,691,6910,Legal activities,,SPC,
Patent brokerage activities (arranging for the purchase and sale of patents),102841.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
Payment Services Provider,102842.0,82,829,8291,Activities of collection agencies and credit bureaus,,SPC,
People Of Determination Universal Accessibility Consultant,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
"Performance of physical, chemical and other analytical testing of all types of materials and products (see below for exceptions): • Acoustics and vibration testing • Testing of composition and purity of minerals etc. • Testing activities in the field of food hygiene, including veterinary testing and control in relation to food production • Testing of physical characteristics and performance of materials, such as strength, thickness, durability, radioactivity etc. • Qualification and reliability testing • Performance testing of complete machinery: motors, automobiles, electronic equipment etc. • Radiographic testing of welds and joints • Failure analysis • Testing and measuring of environmental indicators: air and water pollution etc.",,71,712,7120,Technical testing and analysis,,SPC,
Performing Art Instruction,,85,854,8542,Cultural education,,SPC,
Performing Arts Hall,,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Performing arts management,,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Performing arts schools (except academic),,85,854,8542,Cultural education,,SPC,
Performing arts Training,,85,854,8542,Cultural education,,SPC,
Perfumes Blending & Bottling,,82,829,8292,Packaging activities,,SPC,
Permanent Industrial Exhibition,,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SPC,
Personal Shopping Services,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SPC,
"Personnel search, selection referral and placement activities, including executive placement and search activities",102847.0,78,781,7810,Activities of employment placement agencies,,SPC,
Persons with Special Needs Equipment Wholesale,102848.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SPC,
Pest Control Equipment Trading,102849.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Pests Management Consultancy,102850.0,70,702,7020,Management consultancy activities,,SPC,
"Pet Care Services Such as Boarding, Grooming, Sitting and Training Pets",102851.0,96,960,9609,Other personal service activities n.e.c.,,SPC,
Petrol Station Equipment Trading,102853.0,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Pharmaceutical Consultancies,102856.0,70,702,7020,Management consultancy activities,,SPC,
Pharmaceutical Studies &amp; Researches,102858.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SPC,
Pharmaceuticals Packing,102859.0,82,829,8292,Packaging activities,,SPC,
Photocopying,102861.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
"Photocopying, document preparation and other specialized office support activities",102862.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Photographic activities,102864.0,74,742,7420,Photographic activities,,SPC,
Photographic Processing Equipment & Requisites Trading,102866.0,46,464,4649,Wholesale of other household goods,,SPC,
Photography Instruction,,74,742,7420,Photographic activities,,SPC,
Photography schools (except commercial),102870.0,85,854,8542,Cultural education,,SPC,
Photography Services,102864.0,74,742,7420,Photographic activities,,SPC,
Physical Engineering Services,103306.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Piano teachers and other music instruction,103307.0,85,854,8542,Cultural education,,SPC,
Piano-tuning,103301.0,95,952,9529,Repair of other personal and household goods,,SPC,
"pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by postal services operating under a universal service obligation. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport.",103304.0,53,532,5320,Courier activities,,SPC,
Pipes &amp; Fittings Trading,103298.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
"Planning and designing of computer systems that integrate computer hardware, software and communication technologies.",,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
"Planting, care, and maintenance of parks and gardens for residential, public, municipal, industrial, and commercial properties, including sports grounds and water features. Also includes greenery for buildings and plants for noise, wind, and erosion protection.",103193.0,81,813,8130,Landscape care and maintenance service activities,,SPC,
Plastic &amp; Nylon Raw Materials Trading,102874.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Plastic Bags &amp; Containers Trading,102875.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Plastic Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Plastic Sheets Trading,102876.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Plate Heat Exchangers Trading,102879.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Plate processes direct to plate (also photo polymer plates),102880.0,18,181,1812,Service activities related to printing,,SPC,
Plate-making services including image setting and plate-setting (for the printing processes letterpress and offset),102881.0,18,181,1812,Service activities related to printing,,SPC,
"Plumbing, heat and air-conditioning installation",102883.0,43,432,4321,Electrical installation,,SPC,
"Post-production activities such as:• Editing, titling, subtitling, credits • Closed captioning • Computer-produced graphics, animation and special effects •Film/tape transfers",102748.0,59,591,5912,"Motion picture, video and television programme production activities",,SPC,
Potatoes Trading,102890.0,47,472,4721,Retail sale of food in specialized stores,,SPC,
"Power Generation, Transmission & Distribution Equipment Trading",102891.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
"PR Services, Author Services, International Copyright Collection Agency",,77,774,7740,"Leasing of intellectual property and similar products, except copyrighted works",,SPC,
Pre-Fabricated Houses Trading,102892.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Precision Dies Trading,102893.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Preparation of personal and business income tax returns,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SPC,
Preparation of plates and dies for relief stamping or printing,103594.0,18,181,1812,Service activities related to printing,,SPC,
Preparation or auditing of financial accounts,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SPC,
Printing,103578.0,18,181,1811,Printing,,SPC,
"Printing directly onto textiles, plastic, glass, metal, wood and ceramics (except silkscreen printing on textiles and wearing apparel) the material printed is typically copyrighted.",102895.0,18,181,1811,Printing,,SPC,
Printing Equipment &amp; Instruments Trading,102896.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
"Printing of various items such as newspapers, magazines, books, manuscripts, posters, advertising material, other commercial printed matter, and stationery using various printing methods.",103587.0,18,181,1811,Printing,,SPC,
"Printing on labels or tags (lithographic, gravure printing, flexographic printing, other)",103588.0,18,181,1811,Printing,,SPC,
"Printing Production, Books and Stationary Trade",103589.0,18,181,1811,Printing,,SPC,
"Printing,Advertising Agencies And Event Organizing",,90,900,9000,"Creative, arts and entertainment activities",,SPC,
Procurement consulting,,70,702,7020,Management consultancy activities,,SPC,
production and distribution of chilled water for cooling purposes,,35,353,3530,Steam and air conditioning supply,,SPC,
production and distribution of cooled air,,35,353,3530,Steam and air conditioning supply,,SPC,
"production of ice, including ice for food and non-food (e.g. cooling) purposes",,35,353,3530,Steam and air conditioning supply,,SPC,
"Production of live theatrical presentations, concerts and opera or dance productions and other stage productions:•Activities of groups, circuses or companies, orchestras or bands •Activities of individual artists such as authors, actors, directors, musicians, lecturers or speakers, stage-set designers and builders etc.",102133.0,90,900,9000,"Creative, arts and entertainment activities",,SPC,
"Production of motion pictures, videos, television programmes or television commercials",,59,591,5911,"Motion picture, video and television programme production activities",,SPC,
"Production of original (sound) master recordings, such as tapes, CDs",,59,592,5920,Sound recording and music publishing activities,,SPC,
Production of proofs,103595.0,18,181,1812,Service activities related to printing,,SPC,
Production of reprographic products,103596.0,18,181,1812,Service activities related to printing,,SPC,
Production of Waste-Derived Fuel,,27,271,2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",,SPC,
"production, collection and distribution of steam and hot water for heating, power and other purposes",,35,353,3530,Steam and air conditioning supply,,SPC,
Products Design Services,102898.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Professional and Management Development Training,102899.0,85,854,8549,Other education n.e.c.,,SPC,
Professional examination review courses,,85,854,8549,Other education n.e.c.,,SPC,
"Professional sports instructors, teachers, coaches",,85,854,8541,Sports and recreation education,,SPC,
Programming of video-on-demand channels,,60,602,6020,Television programming and broadcasting activities,,SPC,
Project Development Consultancy,102900.0,70,702,7020,Management consultancy activities,,SPC,
Project Management and Information Technology Consultancy and Service Providers,102901.0,70,702,7020,Management consultancy activities,,SPC,
Project management services,102903.0,82,821,8211,Combined office administrative service activities,,SPC,
Projects Management Engineering & Technical Feasibility Studies Services,102904.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Promotional Gifts Preparing,102905.0,73,731,7310,Advertising,,SPC,
Protective Garments &amp; Vests Trading,102906.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SPC,
"Providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials, such as: • Court reporting or stenotype recording services • Public stenography services",,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
"Provision of a combination of day-to-day office administrative services, such as reception, financial planning, billing and record keeping, personnel and physical distribution (mail services) and logistics for others on a contract or fee basis.",102907.0,82,821,8211,Combined office administrative service activities,,SPC,
"Provision of a combination of support services within a client’s facility, such as general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry and related services to support operations within facilities. units classified here provide operating staff to carry out these support activities, but are not involved with or responsible for the core business or activities of the client.",,81,811,8110,Combined facilities support activities,,SPC,
Provision of data entry services,,63,631,6311,"Data processing, hosting and related activities",,SPC,
Provision of human resources for client businesses this provision of human resources is typically done on a long-term or permanent basis and the units classified here may perform a wide range of human resource and personnel management duties associated with this provision.,,78,783,7830,Other human resources provision,,SPC,
"Provision of infrastructure for hosting, data processing services and related activities",,63,631,6311,"Data processing, hosting and related activities",,SPC,
Provision of internet access by the operator of the satellite infrastructure,,61,613,6130,Satellite telecommunications activities,,SPC,
Provision of internet access by the operator of the wired infrastructure,,61,611,6110,Wired telecommunications activities,,SPC,
Provision of internet access by the operator of the wireless infrastructure,,61,612,6120,Wireless telecommunications activities,,SPC,
"Provision of Internet access over networks between the client and the ISP not owned or controlled by the ISP, such as dial up Internet access etc",,61,619,6190,Other telecommunications activities,,SPC,
"Provision of linens, work uniforms and related items by laundries",,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,SPC,
Provision of mailbox rental and other mailing activities (except direct mail advertising),,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SPC,
Provision of non-instructional services that support educational processes or systems: • Educational consulting • Educational guidance counseling services • Educational testing evaluation services • Educational testing services • Organization of student exchange programs,,85,855,8550,Educational support activities,,SPC,
"Provision of on-site management and operation of clients’ computer systems and/or data processing facilities, as well as related support services",,62,620,6202,Computer consultancy and computer facilities management activities,,SPC,
"Provision of other travel related reservation services: • Reservations for transportation, hotels, restaurants, car rentals, entertainment and sport etc.",,79,799,7990,Other reservation service and related activities,,SPC,
Provision of telecommunications services over existing telecom connections: • Voip (voice over internet protocol) provision,,61,619,6190,Other telecommunications activities,,SPC,
Provision of telephone and internet access in facilities open to the public,,61,619,6190,Other telecommunications activities,,SPC,
Provision of time share exchange services,,79,799,7990,Other reservation service and related activities,,SPC,
Provision of visitor assistance services: • Provision of travel information to visitors • Activities of tourist guides,,79,799,7990,Other reservation service and related activities,,SPC,
Public Library,,91,910,9101,"Libraries, archives, museums and other cultural activities",,SPC,
Public Opinion Polling Services,102909.0,73,732,7320,Market research and public opinion polling,,SPC,
Public relation services,102910.0,70,702,7020,Management consultancy activities,,SPC,
Public relations consultancy,102910.0,70,702,7020,Management consultancy activities,,SPC,
Public Relations Management,102912.0,70,702,7020,Management consultancy activities,,SPC,
Public speaking training,,85,854,8549,Other education n.e.c.,,SPC,
"Publication Services, Publishing and Distribution",,58,581,5819,Other publishing activities,,SPC,
Publications and media Materials E-Trading,102913.0,47,479,4791,Retail sale via mail order houses or via Internet,,SPC,
Publications of brochures &amp; leaflets,102915.0,58,581,5811,Book publishing,,SPC,
Publicity,102916.0,73,731,7310,Advertising,,SPC,
"Publishing (including on-line) of: • Catalogs • Photos, engravings and postcards • Greeting cards • Forms • Posters, reproduction of works of art • Advertising material • Other printed matter",102917.0,58,581,5819,Other publishing activities,,SPC,
Publishing and Advertising,102918.0,73,731,7310,Advertising,,SPC,
"Publishing of atlases, maps and charts",102921.0,58,581,5811,Book publishing,,SPC,
Publishing of audio books,102920.0,58,581,5811,Book publishing,,SPC,
"Publishing of books, brochures, leaflets and similar publications, including publishing of dictionaries and encyclopedias",102922.0,58,581,5811,Book publishing,,SPC,
"Publishing of books, periodicals and other publishing activities",102922.0,58,581,5810,"Publishing of books, periodicals and other publishing activities",,SPC,
Publishing of directories and mailing lists,102923.0,58,581,5812,Publishing of directories and mailing lists,,SPC,
Publishing of encyclopedias etc. on CD-ROM,102924.0,58,581,5811,Book publishing,,SPC,
Publishing of mailing lists,102925.0,58,581,5812,Publishing of directories and mailing lists,,SPC,
Publishing of music and sheet books,102926.0,59,592,5920,Sound recording and music publishing activities,,SPC,
"Publishing of newspapers, including advertising newspapers",102927.0,58,581,5813,"Publishing of newspapers, journals and periodicals",,SPC,
"Publishing of newspapers, journals and periodicals",102927.0,58,581,5813,"Publishing of newspapers, journals and periodicals",,SPC,
"Publishing of other directories and compilations, such as case law, pharmaceutical compendia etc.",,58,581,5812,Publishing of directories and mailing lists,,SPC,
"Publishing of periodicals and other journals, including publishing of radio and television schedules publishing can be done in print or electronic form, including on the internet.",,58,581,5813,"Publishing of newspapers, journals and periodicals",,SPC,
Publishing of ready-made (non-customized) software: • Operating systems • Business and other applications • Computer games for all platforms,,58,582,5820,Software publishing,,SPC,
Publishing of telephone books,,58,581,5812,Publishing of directories and mailing lists,,SPC,
"Publishing, Advertising and Training",,58,581,5819,Other publishing activities,,SPC,
"Publishing, Consultancy and Authoring Services",,58,581,5819,Other publishing activities,,SPC,
"Publishing, Consultancy, Event Organizing",,90,900,9000,"Creative, arts and entertainment activities",,SPC,
"Publishing, Event Organizing and Translating Services",,58,581,5819,Other publishing activities,,SPC,
"Publishing, Training, Educational Services",,58,581,5819,Other publishing activities,,SPC,
"Pumps, Engines & Generators Rental",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Pumps, Engines, Valves &amp; Spare Parts Trading",102928.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Purchasing access and network capacity from owners and operators of networks and providing telecommunications services using this capacity to businesses and households,102929.0,61,611,6110,Wired telecommunications activities,,SPC,
Purchasing network access and capacity to provide wireless telecommunications services (excluding satellite) to businesses and households.,102930.0,61,612,6120,Wireless telecommunications activities,,SPC,
Purchasing Through Catalogue Services,102931.0,47,479,4791,Retail sale via mail order houses or via Internet,,SPC,
Quality and Standardization Consultants,102933.0,70,702,7020,Management consultancy activities,,SPC,
"Quality, standardization and measuring consultancy",102936.0,70,702,7020,Management consultancy activities,,SPC,
Racing Cars Trading,102937.0,45,451,4510,Sale of motor vehicles,,SPC,
Radiation Consultant,102939.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Radiation Equipment Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,SPC,
Radio & Tv Broadcast Consultancy,,59,591,5911,"Motion picture, video and television programme production activities",,SPC,
Radio broadcasting,102940.0,60,601,6010,Radio broadcasting,,SPC,
Radio broadcasting activities over the internet (internet radio stations),102940.0,60,601,6010,Radio broadcasting,,SPC,
"Radio, Tv Stations, Cinema &amp; Theater Equipment Trading",102941.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SPC,
"Radio, Television and Journalism Training",,85,854,8549,Other education n.e.c.,,SPC,
Radiology Centers Consultancy,102942.0,70,702,7020,Management consultancy activities,,SPC,
Raised Access Computer Floors Trading,102944.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SPC,
Raw Material Installation Engineering Consultancy,102947.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Raw Materials Composition Engineering Services,102947.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SPC,
Raw Materials Trading,102949.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SPC,
Ready-Made Garments Trading,102951.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SPC,
Ready-Mix Concrete Trading,102952.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Real Estate Consultancy,102955.0,68,682,6820,Real estate activities on a fee or contract basis,,SPC,
Real Estate Exhibition Organizing,102959.0,82,823,8230,Organization of conventions and trade shows,,SPC,
Real Estate Representative Office,102967.0,70,701,7010,Activities of head offices,,SPC,
"Real-time (i.e. simultaneous) closed captioning of live television performances of meetings, conferences",102972.0,82,829,8299,Other business support service activities n.e.c.,,SPC,
Receiving royalties or licensing fees for the use of: • Patented entities • Trademarks or service marks • Brand names • Mineral exploration and evaluation • Franchise agreements,102974.0,77,774,7740,"Leasing of intellectual property and similar products, except copyrighted works",,SPC,
Recording of commercial transactions from businesses or others,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SPC,
Recovery Analysis Services,102975.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SPC,
Refrigeration & Cold Storage Equipment Trading,100144.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
"Refrigerators , Washing Machines &amp; Household Electrical Appliances Trd",102979.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
"Refrigerators, Washing Machines & Household Electrical Appliances Trading",102979.0,46,465,4659,Wholesale of other machinery and equipment,,SPC,
Regional Liaison Office,102982.0,70,701,7010,Activities of head offices,,SPC,
Reinforcement Steel Bars Trading,102985.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SPC,
Reinsurance,102987.0,65,652,6520,Reinsurance,,SPC,
Remediation activities and other waste management services,,39,390,3900,Remediation activities and other waste management services,,SPC,
remodeling or renovating existing residential structures,,41,410,4100,Construction of buildings,,SPC,
Remote Medical Consultancy,,86,869,8690,Other human health activities,,SPC,
"Rental Of Loading, Lifting & Construction Equipment With Wheels & Motors",102991.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting and leasing of motor vehicles,,77,771,7710,Renting and leasing of motor vehicles,,SPC,
"Renting and leasing of other machinery, equipment and tangible goods",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting and leasing of other personal and household goods,,77,772,7729,Renting and leasing of other personal and household goods,,SPC,
Renting and leasing of recreational and sports goods,,77,772,7721,Renting and leasing of recreational and sports goods,,SPC,
"Renting and operational leasing of agricultural and forestry machinery and equipment without operator: • Renting of products produced by class 2821, such as agricultural tractors etc.",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting and operational leasing of construction and civil engineering machinery and equipment without operators, including crane lorries, scaffolds, and work platforms (without erection or dismantling).",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers: • Motorcycles, caravans and campers etc. • Railroad vehicles",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting and operational leasing of office machinery and equipment without operator: • Computers and computer peripheral equipment • Duplicating machines, typewriters and word processing machines • Accounting machinery and equipment: cash registers, electronic calculators etc. • Office furniture",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting and operational leasing of the following types of vehicles: • Passenger cars (without drivers) • Trucks, utility trailers and recreational vehicles",,77,771,7710,Renting and leasing of motor vehicles,,SPC,
Renting and operational leasing of water-transport equipment without operator: • Commercial boats and ships,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries: • Engines and turbines • Machine tools • Mining and oilfield equipment • Professional radio, television and communication equipment • Motion picture production equipment • Measuring and controlling equipment • Other scientific, commercial and industrial machinery",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting instant photography equipment,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting of accommodation or office containers,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting of all kinds of household or personal goods, to households or industries (except recreational and sports equipment): • Textiles, wearing apparel and footwear • Furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares • Jewellery, musical instruments, scenery and costumes • Books, journals and magazines • Machinery and equipment used by amateurs or as a hobby e.g. tools for home repairs • Flowers and plants • Electronic equipment for household use",,77,772,7729,Renting and leasing of other personal and household goods,,SPC,
Renting of containers,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting of leisure and pleasure equipment as an integral part of recreational facilities,,93,932,9329,Other amusement and recreation activities n.e.c.,,SPC,
Renting Of Measuring and controlling equipment,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
Renting of pallets,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SPC,
"Renting of recreational and sports equipment: • Pleasure boats, canoes, sailboats, • Bicycles • Beach chairs and umbrellas • Other sports equipment • Skis",,77,772,7721,Renting and leasing of recreational and sports goods,,SPC,
Renting of video tapes and disks,,77,772,7722,Renting of video tapes and disks,,SPC,
"Renting of video tapes, records, CDs, DVDs etc.",,77,772,7722,Renting of video tapes and disks,,SPC,
Repackaging & Refilling Services,,82,829,8292,Packaging activities,,SPC,
Repair and alteration of clothing,,95,952,9529,Repair of other personal and household goods,,SPC,
Repair and alteration of jewellery,,95,952,9529,Repair of other personal and household goods,,SPC,
Repair and maintenance of cash registers,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of commercial refrigeration equipment and air purifying equipment,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of commercial type general purpose machinery,,33,331,3312,Repair of machinery,,SPC,
"Repair and maintenance of communications equipment such as: • Cordless telephones • Cellular phones • Carrier equipment modems • Fax machines • Communications transmission equipment (e.g. routers, bridges, modems) • Two-way radios • Commercial tv and video cameras",,95,951,9512,Repair of communication equipment,,SPC,
"Repair and maintenance of consumer electronics: • Television, radio receivers • Video cassette recorders (VCR) • CD players • Household-type video cameras",,95,952,9521,Repair of consumer electronics,,SPC,
Repair and maintenance of current-carrying wiring devices and non current-carrying wiring devices for wiring electrical circuits,,33,331,3314,Repair of electrical equipment,,SPC,
Repair and maintenance of electric lighting equipment,,33,331,3314,Repair of electrical equipment,,SPC,
repair and maintenance of fluid power equipment,,33,331,3312,Repair of machinery,,SPC,
"Repair and maintenance of footwear: • Shoes, boots etc.",,95,952,9523,Repair of footwear and leather goods,,SPC,
Repair and maintenance of industrial process furnaces,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of leather goods: • Luggage and the like,,95,952,9523,Repair of footwear and leather goods,,SPC,
Repair and maintenance of materials handling equipment,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of metal cutting and metal forming machine tools and accessories,,33,331,3312,Repair of machinery,,SPC,
"Repair and maintenance of optical instruments and equipment, if the use is mainly commercial, such as: • Binoculars • Microscopes (except electron and proton microscopes) • Telescopes • Prisms and lenses (except ophthalmic) • Photographic equipment",,33,331,3313,Repair of electronic and optical equipment,,SPC,
Repair and maintenance of other machine tools,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of other special-purpose machinery,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of papermaking machinery,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of photocopy machines,,33,331,3312,Repair of machinery,,SPC,
Repair and maintenance of pleasure boats,,33,331,3315,"Repair of transport equipment, except motor vehicles",,SPC,
Repair and maintenance of primary and storage batteries,,33,331,3314,Repair of electrical equipment,,SPC,
repair and maintenance of pumps and related equipment,,33,331,3312,Repair of machinery,,SPC,
