activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Retail sale of video game consoles,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of video tapes and DVDs,,47,476,4762,Retail sale of music and video recordings in specialized stores,,SHAMS,
Retail sale of wallpaper and floor coverings,,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SHAMS,
"Retail sale of wooden, cork and wickerwork goods",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale via mail order houses or via Internet,,47,479,4791,Retail sale via mail order houses or via Internet,,SHAMS,
Retail sale via stalls and markets,,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,SHAMS,
Retail sale via stalls and markets of food and beverages,,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,SHAMS,
Retail sale via stalls and markets of other goods,,47,478,4789,Retail sale via stalls and markets of other goods,,SHAMS,
"Retail sale via stalls and markets of textiles, clothing and footwear",,47,478,4782,"Retail sale via stalls and markets of textiles, clothing and footwear",,SHAMS,
"Retail trade not in stores, stalls or markets",,47,479,4799,"Other retail sale not in stores, stalls or markets",,SHAMS,
"Reupholstering, refinishing, repairing and restoring of furniture and home furnishings including office furniture",,95,952,9524,Repair of furniture and home furnishings,,SHAMS,
"Riding instruction, academies or schools",,85,854,8541,Sports and recreation education,,SHAMS,
Risk and damage evaluation,,66,662,6629,Other activities auxiliary to insurance and pension funding,,SHAMS,
"Rovision of specialized telecommunications applications, such as satellite tracking, communications telemetry, and radar station operations",,61,619,6190,Other telecommunications activities,,SHAMS,
Safety and prevention against fire engineering consultancy,,70,702,7020,Management consultancy activities,,SHAMS,
Sale of motor vehicle parts and accessories,,45,453,4530,Sale of motor vehicle parts and accessories,,SHAMS,
Sales promotion,,73,731,7310,Advertising,,SHAMS,
Satellite telecommunications activities,,61,613,6130,Satellite telecommunications activities,,SHAMS,
Secretarial support services,,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SHAMS,
Security and safety advisory,,81,811,8110,Combined facilities support activities,,SHAMS,
Security consulting,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SHAMS,
Security systems consultancy,,62,620,6209,Other information technology and computer service activities,,SHAMS,
Service activities related to printing,103598.0,18,181,1812,Service activities related to printing,,SHAMS,
Services Broker,,46,461,4610,Wholesale on a fee or contract basis,,SHAMS,
Settling insurance claims,,66,662,6621,Risk and damage evaluation,,SHAMS,
Social Events Management,,88,889,8890,Other social work activities without accommodation,,SHAMS,
Social Media Applications Development & Management,103261.0,62,620,6201,Computer programming activities,,SHAMS,
Social media consultancy,103262.0,73,731,7310,Advertising,,SHAMS,
Social media services,,73,731,7310,Advertising,,SHAMS,
Software installation,103252.0,62,620,6209,Other information technology and computer service activities,,SHAMS,
Software publishing,103253.0,58,582,5820,Software publishing,,SHAMS,
Sound recording and music publishing activities,,59,592,5920,Sound recording and music publishing activities,,SHAMS,
"Sound recording service activities in a studio or elsewhere, including the production of taped (i.e. non-live) radio programming, audio for film, television etc.",,59,592,5920,Sound recording and music publishing activities,,SHAMS,
Special effects and trick photography,,59,591,5911,"Motion picture, video and television programme production activities",,SHAMS,
Special Effects Production,103243.0,59,591,5913,"Motion picture, video and television programme production activities",,SHAMS,
"Specialized cleaning activities for buildings such as window cleaning, chimney cleaning and cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts and exhaust units",,81,812,8129,Other building and industrial cleaning activities,,SHAMS,
Specialized design activities,,74,741,7410,Specialized design activities,,SHAMS,
"Specialized hosting activities such as:
 • Web hosting
 • Streaming services
 • Application hosting",103241.0,63,631,6311,"Data processing, hosting and related activities",,SHAMS,
Specialized works of art cinema,103228.0,59,591,5914,Motion picture projection activities,,SHAMS,
Specialty communication & PR,103229.0,73,732,7320,Market research and public opinion polling,,SHAMS,
Speed reading instruction,103234.0,85,854,8549,Other education n.e.c.,,SHAMS,
Sports activities,,93,931,9310,Sports activities,,SHAMS,
Sports and recreation education,,85,854,8541,Sports and recreation education,,SHAMS,
Sports consultancy,103216.0,70,702,7020,Management consultancy activities,,SHAMS,
Sports Events Marketing,103213.0,73,731,7310,Advertising,,SHAMS,
"Sports instruction (baseball, basketball, cricket, football, etc)",103219.0,85,854,8541,Sports and recreation education,,SHAMS,
Stevedoring,103203.0,52,522,5224,Cargo handling,,SHAMS,
Strategy advisory services,,70,702,7020,Management consultancy activities,,SHAMS,
Street sweeping and snow and ice removal,,81,812,8129,Other building and industrial cleaning activities,,SHAMS,
"Subdividing real estate into lots, without land improvement",,68,682,6820,Real estate activities on a fee or contract basis,,SHAMS,
Subsidiary management offices,103197.0,70,701,7010,Activities of head offices,,SHAMS,
"Such agents involved in the sale of:
 • Agricultural raw materials, live animals, textile raw materials and semi-finished goods
 • Fuels, ores, metals and industrial chemicals, including fertilizers
 • Food and beverages
 • Textiles, clothing, fur, footwear and leather goods
 • Timber and building materials
 • Machinery, including office machinery and computers, industrial equipment, ships and aircraft
 • Furniture, household goods and hardware",103199.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
"Supplying workers to clients’ businesses for limited periods of time to temporarily replace or supplement the working force of the client, where the individuals provided are employees of the temporary help service unit",103290.0,78,782,7820,Temporary employment agency activities,,SHAMS,
Support activities for sport or recreational hunting and fishing,,93,931,9310,Sports activities,,SHAMS,
Support activities for transportation,,52,522,5220,Support activities for transportation,,SHAMS,
Survival training,103191.0,85,854,8549,Other education n.e.c.,,SHAMS,
Sustainable Mobility Consultancy,103289.0,52,522,5229,Other transportation support activities,,SHAMS,
Swimming instruction,103192.0,85,854,8541,Sports and recreation education,,SHAMS,
Swimming pool cleaning and maintenance services,103193.0,81,812,8129,Other building and industrial cleaning activities,,SHAMS,
"T.V Programs, Commercials & Visual Materials Production",103282.0,59,591,5913,"Motion picture, video and television programme production activities",,SHAMS,
Take-out eating places,103187.0,56,561,5610,Restaurants and mobile food service activities,,SHAMS,
Talent Management,103188.0,70,702,7020,Management consultancy activities,,SHAMS,
Technical testing and analysis,103172.0,71,712,7120,Technical testing and analysis,,SHAMS,
Technological Projects Management,103266.0,62,620,6202,Other information technology and computer service activities,,SHAMS,
Telecommunications resellers (i.e. purchasing and reselling network capacity without providing additional services),103167.0,61,619,6190,Other telecommunications activities,,SHAMS,
Telecommunications services,103168.0,61,611,6110,Wired telecommunications activities,,SHAMS,
Telephone based information services,103165.0,63,639,6399,Other information service activities n.e.c.,,SHAMS,
Television programming and broadcasting activities,103163.0,60,602,6020,Television programming and broadcasting activities,,SHAMS,
Television Sketches and Effects Photography,,59,591,5911,"Motion picture, video and television programme production activities",,SHAMS,
Television Studios Services,,60,602,6020,Television programming and broadcasting activities,,SHAMS,
Temporary employment agency activities,,78,782,7820,Temporary employment agency activities,,SHAMS,
"Testing with use of models or mock-ups (e.g. of aircraft, ships, dams etc.)",,71,712,7120,Technical testing and analysis,,SHAMS,
Theatres and Cinemas Management,103155.0,82,821,8211,Combined office administrative service activities,,SHAMS,
Theatrical Production,102133.0,59,591,5913,"Motion picture, video and television programme production activities",,SHAMS,
"Ticket sales activities for theatrical, sports and other amusement and entertainment events",103151.0,79,799,7990,Other reservation service and related activities,,SHAMS,
Tour operator activities,103148.0,79,791,7912,Tour operator activities,,SHAMS,
Tourism promotion activities,103145.0,79,799,7990,Other reservation service and related activities,,SHAMS,
Trade Marks Registration Agent,103142.0,69,691,6910,Legal activities,,SHAMS,
Training & Consultancy,,70,702,7020,Management consultancy activities,,SHAMS,
Training consultancy,,85,855,8550,Educational support activities,,SHAMS,
"Transcription of documents, and other secretarial services",103138.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SHAMS,
Translation and interpretation activities,103133.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SHAMS,
"Translation services, movies and television programs",103130.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SHAMS,
Travel agency activities,103119.0,79,791,7911,Travel agency activities,,SHAMS,
Travel agency and tour operator activities,103119.0,79,791,7911,Travel agency activities,,SHAMS,
"Typing, word processing, or desktop publishing",103088.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SHAMS,
"Underwriting annuities and life insurance policies, disability income insurance policies, and accidental death and dismemberment insurance policies (with or without a substantial savings element).",,65,651,6511,Life insurance,,SHAMS,
Visual Recorded Media Distribution,103036.0,59,591,5913,"Motion picture, video and television programme distribution activities",,SHAMS,
"Volume, Noise and Oscillation Control Consultancy",103038.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SHAMS,
Waste Management Consultancy,103033.0,70,702,7020,Management consultancy activities,,SHAMS,
Weather forecasting activities,103010.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SHAMS,
Web hosting,103014.0,63,639,6391,"Data processing, hosting and related activities",,SHAMS,
Web portals,103015.0,63,631,6312,Web portals,,SHAMS,
"Wholesale and retail sale of all kinds of parts, components, supplies, tools and accessories
 for motor vehicles, such as:
 • Rubber tires and inner tubes for tires
 • Spark plugs, batteries, lighting equipment and electrical parts",,45,453,4530,Sale of motor vehicle parts and accessories,,SHAMS,
Wholesale of a variety of goods without any particular specialization,,46,469,4690,Non-specialized wholesale trade,,SHAMS,
"Wholesale of agricultural machinery and equipment:
 • Ploughs, manure spreaders, seeders
 • Harvesters
 • Threshers
 • Milking machines
 • Poultry-keeping machines, bee-keeping machines
 • Tractors used in agriculture and forestry",,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,SHAMS,
"Wholesale of agricultural machinery, equipment and supplies",,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,SHAMS,
"Wholesale of agricultural material, waste, residues and by-products used for animal feed",,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of agricultural raw materials and live animals,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of bakery products,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of beverages,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of bicycles and their parts and accessories,,46,464,4649,Wholesale of other household goods,,SHAMS,
"Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs)",,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of china and glassware,,46,464,4649,Wholesale of other household goods,,SHAMS,
"Wholesale of clothing accessories such as gloves, ties and braces",,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
"Wholesale of clothing, including sports clothes",,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
"Wholesale of coffee, tea, cocoa and spices",100737.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of computer-controlled machine tools,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of computer-controlled machinery for the textile industry and of computer controlled sewing and knitting machines,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of computers and computer peripheral equipment,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SHAMS,
"Wholesale of computers, computer peripheral equipment and software",,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SHAMS,
"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of construction materials:
 • Sand, gravel",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of consumer electronics:
 • Radio and TV equipment
 • CD and DVD players and recorders
 • Stereo equipment
 • Video game consoles",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of cutlery,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of dairy products,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of edible oils and fats of animal or vegetable origin,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of eggs and egg products,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of electronic and telecommunications equipment and parts,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of electronic valves and tubes,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of fabrics,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of feed for pet animals,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of ferrous and non-ferrous metal ores,,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
Wholesale of ferrous and non-ferrous metals in primary forms,,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
Wholesale of ferrous and non-ferrous semi-finished metal products n.e.c.,,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
Wholesale of fishery products,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of fittings and fixtures,101480.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of flat glass,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of flowers and plants,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of food and beverages,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of footwear,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of fruit and vegetables,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of fur articles,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of gold and other precious metals,,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
"Wholesale of Gold, Precious Metals and Precious Stones",,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
Wholesale of grains and seeds,,46,461,4610,Wholesale of agricultural raw materials and live animals,,SHAMS,
"Wholesale of haberdashery: needles, sewing thread etc.",,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of hardware and locks,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of hides and skins,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of hot water heaters,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of household appliances,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of household furniture,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of household goods,,46,464,4640,Wholesale of household goods,,SHAMS,
Wholesale of household linen etc,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of leather,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of leather goods and travel accessories,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of lighting equipment,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of live animals,,46,461,4610,Wholesale of agricultural raw materials and live animals,,SHAMS,
Wholesale of machine tools of any type and for any material,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
"Wholesale of machinery, equipment and supplies",,46,465,4650,"Wholesale of machinery, equipment and supplies",,SHAMS,
Wholesale of measuring instruments and equipment,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of meat and meat products,,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
"Wholesale of metal and non-metal waste and scrap and materials for recycling, including collecting, sorting, separating, stripping of used goods such as cars in order to obtain reusable parts, packing and repacking, storage and delivery, but without a real transformation process. additionally, the purchased and sold waste has a remaining value.",,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
Wholesale of metals and metal ores except gold and other precious metals,,46,466,4662,Wholesale of metals and metal ores,,SHAMS,
Wholesale of microchips and integrated circuits,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
"Wholesale of musical instruments, games and toys, sports goods",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of office furniture,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
"Wholesale of office machinery and equipment, except computers and computer peripheral equipment",,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of oleaginous fruits,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,
"Wholesale of other electrical material such as electrical motors, transformers",,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of other household goods,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of other machinery and equipment,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
"Wholesale of other machinery n.e.c. for use in industry, trade and navigation and other services",,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of paint and varnish,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of paper in bulk,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
"Wholesale of perfumery cosmetics, beauty products and soaps",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of personal requisites,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of pharmaceutical and medical goods,,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of Photographic and Optic Apparatuses Trading,,46,461,4610,Wholesale of other machinery and equipment,,SHAMS,
"Wholesale of photographic and optical goods (e.g. sunglasses, binoculars, magnifying glasses)",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of Photographic Films and Material Trading,,46,461,4610,Wholesale of other household goods,,SHAMS,
Wholesale of plastic materials,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
"Wholesale of plastic materials, rubber, textile fibres, paper in bulk",,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
Wholesale of precious stones,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
Wholesale of printed circuits,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of production-line robots,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of products of primary processing of wood,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of recorded audio and video tapes, CDs, DVDs",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of rubber,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
"Wholesale of sanitary equipment:
 • Baths, washbasins, toilets and other sanitary porcelain",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of sanitary installation equipment: tubes, pipes, fittings, taps, t-pieces, connections, rubber pipes etc.",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
Wholesale of semiconductor devices,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of software,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SHAMS,
Wholesale of Specialized Photography Equipment Tools and Outfit Trading,,46,461,4610,Wholesale of other machinery and equipment,,SHAMS,
"Wholesale of stationery, books, magazines and newspapers",,46,464,4649,Wholesale of other household goods,,SHAMS,
"Wholesale of sugar, chocolate and sugar confectionery",100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,
Wholesale of telephone and communications equipment,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of textile fibres etc.,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,
"Wholesale of textiles, clothing and footwear",,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
"Wholesale of tools such as hammers, saws, screwdrivers and other hand tools",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of transport equipment except motor vehicles, motorcycles and bicycles",,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of umbrellas,103097.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale of wallpaper and floor coverings,103035.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of watches, clocks and jewellery",,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SHAMS,
Wholesale of wires and switches and other installation equipment for industrial use,,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,
Wholesale of wood in the rough,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,
"Wholesale of woodenware, wickerwork and corkware etc.",,46,464,4649,Wholesale of other household goods,,SHAMS,
Wholesale of yarn,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SHAMS,
Wholesale on a fee or contract basis,,46,461,4610,Wholesale on a fee or contract basis,,SHAMS,
Wired telecommunications activities,103005.0,61,611,6110,Wired telecommunications activities,,SHAMS,
Wireless telecommunications activities,,61,612,6120,Wireless telecommunications activities,,SHAMS,
Yoga instruction,102995.0,85,854,8541,Sports and recreation education,,SHAMS,
"Cutting, shaping and finishing of stone",100973,23,239,2396,"Cutting, shaping and finishing of stone",,SHAMS,Draft
Industrial installations inspection consultancy,101872,71,712,7120,Technical testing and analysis,,SHAMS,Draft
"Medical and laboratories equipments and apparatuses installation, maintenance and repairing",102679,33,331,3319,Repair of other equipment,,SHAMS,Draft
Collection of recyclable materials,100752,38,381,3811,Collection of non-hazardous waste,,SHAMS,Draft
Remediation activities and other waste management services,100276,39,390,3900,Remediation activities and other waste management services,,SHAMS,Draft
Electric cars trading,101218,45,451,4510,Sale of motor vehicles,,SHAMS,Draft
New automobile trading for export,102761,45,451,4510,Sale of motor vehicles,,SHAMS,Draft
"Sale, maintenance and repair of motorcycles and related parts and accessories",102168,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SHAMS,Draft
"Trucks, equipment and machinery batteries trading",100594,45,453,4530,Sale of motor vehicle parts and accessories,,SHAMS,Draft
Cars accessories trading,100592,45,453,4530,Sale of motor vehicle parts and accessories,,SHAMS,Draft
Cars additional parts trading,100592,45,453,4530,Sale of motor vehicle parts and accessories,,SHAMS,Draft
Scooters trading,103117,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SHAMS,Draft
Atural herbs trading,102755,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Wholesale of plants and trees saplings trading,101785,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,Draft
Wholesale trade in soil stabilizers,101805,46,462,4620,Wholesale of agricultural raw materials and live animals,,SHAMS,Draft
Wholesale of parks equipment trading,100328,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Baby food trading,100353,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Canned and preserved food trading,100553,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Flavors & fragrances trading,100081,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Wholesale of frozen foodstuff trading,100735,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Wholesale of organic food trading,100825,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Flavours & fragrances trading,100081,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Wax candles trading,103008,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,Draft
Ace masks & gloves trading,101376,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,Draft
"Authentic antiques, artefacts and artworks trading",100308,46,464,4649,Wholesale of other household goods,,SHAMS,Draft
Heavy equipment and machinery spare parts trading,101774,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
"Refrigerators , washing machines & household electrical appliances trading",102979,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Wholesale of shipment containers trading,102999,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Wholesale of false ceiling trading,101384,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,Draft
"Wholesale of building sand, pebbles and stones trading",103184,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,Draft
Wholesale of glass and mirror trading,103184,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,Draft
Wire and cable trade - wholesale,101997,46,466,4662,Wholesale of metals and metal ores,,SHAMS,Draft
Wholesale of décor and partition material trading,101007,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SHAMS,Draft
"Wholesale of accessories and supplies animals, birds",103235,46,463,4630,"Wholesale of food, beverages and tobacco",,SHAMS,Draft
Wholesale of cosmetics equipment and tools,103196,46,464,4649,Wholesale of other household goods,,SHAMS,Draft
Wholesale of spare parts trading of machines and motors,103296,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Terilization equipment and devices trading,102686,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Lubricants & grease trading,102153,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SHAMS,Draft
Wholesale of crystal products trading,100948,46,464,4649,Wholesale of other household goods,,SHAMS,Draft
Central ventilators & air filters trading,100633,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,Draft
Engines & machinery spare parts trading,101310,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Water treatment equipment trading,103029,46,465,4659,Wholesale of other machinery and equipment,,SHAMS,Draft
Construction equipment & machinery trading,100840,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,Draft
Wholesale of fertilizers and agrochemical products,100656,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,Draft
Waste paper trading,103022,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,Draft
Light fitting & fixtures trading,102116,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,Draft
Detergents trading,101045,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SHAMS,Draft
"E-trading of jewellery, pearls, and precious stones",101182,47,479,4791,Retail sale via mail order houses or via Internet,,SHAMS,Draft
E-commerce through websites,101165,47,479,4791,Retail sale via mail order houses or via Internet,,SHAMS,Draft
Self storage services,101647,52,521,5210,Warehousing and storage,,SHAMS,Draft
Cargo packaging,100580,52,522,5224,Cargo handling,,SHAMS,Draft
Transport consultancies,103124,52,522,5229,Other transportation support activities,,SHAMS,Draft
Distribution and delivery of mail and parcels postal service,101105,53,532,5320,Courier activities,,SHAMS,Draft
Journalism/Content Writing,102023,90,900,9000,"Creative, arts and entertainment activities",,SHAMS,Draft
Virtual reality and augmented reality service provider/developer,101601,59,591,5912,"Motion picture, video and television programme production activities",,SHAMS,Draft
"It consultancy, it services",102007,62,620,6202,Computer consultancy and computer facilities management activities,,SHAMS,Draft
It consultancy and marketing consultancy,102007,70,702,7020,Management consultancy activities,,SHAMS,Draft
"E-commerce, it consultancy, business consultancy",101166,62,620,6202,Computer consultancy and computer facilities management activities,,SHAMS,Draft
Data entering,100987,63,631,6311,"Data processing, hosting and related activities",,SHAMS,Draft
Insurance consultancies,101946,66,662,6622,Activities of insurance agents and brokers,,SHAMS,Draft
Brokerage in commodities listed in foreign markets,100484,66,661,6612,Security and commodity contracts brokerage,,SHAMS,Draft
Financial consultation and financial analysis,101422,66,661,6619,Other activities auxiliary to financial service activities,,SHAMS,Draft
Tax agent service,103178,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SHAMS,Draft
Government tourist liaison office,101700,70,701,7010,Activities of head offices,,SHAMS,Draft
Parliamentary consultancy,102835,70,702,7020,Management consultancy activities,,SHAMS,Draft
Products design services,102898,71,711,7110,Architectural and engineering activities and related technical consultancy,,SHAMS,Draft
