activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Financial Consultancy,101422.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Financial Consultation & Financial Analysis,101422.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Financial Instruments Quotation Services,101423.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Financial Leasing,101425.0,64,649,6491,Financial leasing,,Meydan,
"Financial service activities primarily concerned with making loans by institutions not involved in monetary intermediation, where the granting of credit can take a variety of forms, such as loans, mortgages, credit cards etc., providing the following types of services: granting of consumer credit",101426.0,64,649,6492,Other credit granting,,Meydan,
"Financial Transaction Processing And Settlement Activities, Including For Credit Card Transactions",101427.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Financing Broker,101428.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
"Financing Operations
",101429.0,64,649,6492,Other credit granting,,Meydan,
Fine Arts Consultancies,101430.0,70,702,7020,Management consultancy activities,,Meydan,
Fine Arts Schools (Except Academic),101432.0,85,854,8542,Cultural education,,Meydan,
Fine Arts Training,101433.0,85,854,8542,Cultural education,,Meydan,
Fire Causes Inspection,101438.0,71,712,7120,Technical testing and analysis,,Meydan,
Fire Extinguishing Materials Trading,101440.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Fire Fighting & Safety Equipment Trading,101443.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Fire Fighting Pipes Trading,101446.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Fire Insurance,101447.0,65,651,6512,Non-life insurance,,Meydan,
Fire Resistant & Retardant Materials Trading,101450.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Fire Resistant Doors Trading,101452.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Fire Safety & Protection Engineering Services,101453.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Fire Safety Consultancy,101454.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Fire Safety Training,101455.0,85,854,8549,Other education n.e.c.,,Meydan,
Fireworks Shows,101459.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
First Aid Training Center,101460.0,85,854,8549,Other education n.e.c.,,Meydan,
First Stage Of Tertiary Education (Not Leading To An Advanced Research Qualification),101461.0,85,853,8530,Higher education,,Meydan,
Fish & Meat Grilling,101463.0,56,562,5629,Other food service activities,,Meydan,
Fish & Meat Wastes Trading,101464.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Meydan,
Fish Seller,101472.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,Meydan,
Fish Spa (Doctor Fish),101473.0,86,869,8690,Other human health activities,,Meydan,
Fisherman,101474.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Fishing Tackles Trading,101478.0,46,464,4649,Wholesale of other household goods,,Meydan,
Fitting Of Heels,101479.0,95,952,9523,Repair of footwear and leather goods,,Meydan,
Flags & Flagpoles Trading,101482.0,46,464,4649,Wholesale of other household goods,,Meydan,
Flavours & Fragrances Trading .,100081.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Fleet Vehicles Management,101486.0,52,522,5221,Service activities incidental to land transportation,,Meydan,
Floating Coffee Shop,101487.0,56,563,5630,Beverage serving activities,,Meydan,
Floating Hotel,101488.0,55,551,5510,Short term accommodation activities,,Meydan,
Floating Mini Store,101489.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,Meydan,
Floating Restaurant,101490.0,56,561,5610,Restaurants and mobile food service activities,,Meydan,
Flour Trading,101496.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Fly Ash Trading,101499.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Fodder & Animal Feed Transport,101502.0,49,492,4923,Freight transport by road,,Meydan,
Fodder Seller,101504.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,Meydan,
Fodder Trading,101505.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Meydan,
Folk Goods Seller,101506.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,Meydan,
Folklore Dance Performance,101507.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Food & Dairy Consultant,101509.0,70,702,7020,Management consultancy activities,,Meydan,
Food Preparation In Market Stalls,101516.0,56,561,5610,Restaurants and mobile food service activities,,Meydan,
Food Service Contractors (E.G. For Transportation Companies),101519.0,56,562,5629,Other food service activities,,Meydan,
Food Supplements Trading,101522.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Foodstuff & Beverages Trading,101508.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Foot Massage Center,101530.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Football Club,101531.0,93,931,9312,Activities of sports clubs,,Meydan,
Football Training,101532.0,85,854,8541,Sports and recreation education,,Meydan,
Foreign Securities Promotion,101536.0,73,731,7310,Advertising,,Meydan,
Foreign Shares & Bonds Broker,101537.0,66,661,6612,Security and commodity contracts brokerage,,Meydan,
Forensic Medicine Consultancy,101538.0,70,702,7020,Management consultancy activities,,Meydan,
Forfaiting Services,101539.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Forwarding Of Freight,101542.0,52,522,5229,Other transportation support activities,,Meydan,
Foundation & Piling Testing Services,101543.0,71,712,7120,Technical testing and analysis,,Meydan,
Foundations & Soil Mechanics Engineering Services,101544.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Franking Machines Trading,101548.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Freelancers’ Services,101549.0,78,782,7820,Temporary employment agency activities,,Meydan,
Freight Broker,101552.0,52,522,5229,Other transportation support activities,,Meydan,
Freight Transport Within Open Markets & Designated Areas,101555.0,49,492,4923,Freight transport by road,,Meydan,
Fresh Fish & Marine Animals Trading,101462.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
"Fresh, Chilled & Frozen Meat Trading",101556.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Frozen Fish & Seafood Trading,101560.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Frozen Poultry Trading,101562.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Fruit & Vegetable Seller,101563.0,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,Meydan,
Fuel Delivery and Vehicle Refueling Services,101571.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,Meydan,
Fuel Supply Services,101574.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,Meydan,
Full Service Postal Agency,101578.0,53,532,5320,Courier activities,,Meydan,
Furniture Removal,101581.0,49,492,4923,Freight transport by road,,Meydan,
Furniture Rental,101582.0,77,772,7729,Renting and leasing of other personal and household goods,,Meydan,
Furniture Upholstery,101583.0,95,952,9524,Repair of furniture and home furnishings,,Meydan,
Future Foresight Museum,101585.0,91,910,9102,Museums activities and operation of historical sites and buildings,,Meydan,
Garbage & Waste Collection Containers Trading,101608.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Garbage Trucks Rental,101611.0,77,771,7710,Renting and leasing of motor vehicles,,Meydan,
Garden Equipment Trading,101612.0,46,464,4649,Wholesale of other household goods,,Meydan,
Garments Accessories Trading,101613.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,Meydan,
Gas Cylinders Testing & Repair,101620.0,95,952,9529,Repair of other personal and household goods,,Meydan,
Gas Cylinders Trading,101621.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,Meydan,
Gastrointestinal System Medicine Clinic,101626.0,86,862,8620,Medical and dental practice activities,,Meydan,
Gene Laboratory,101627.0,86,869,8690,Other human health activities,,Meydan,
Genealogical Organizations,101628.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
General (Non-Specialized) Cleaning Of All Types Of Buildings,101629.0,81,812,8121,General cleaning of buildings,,Meydan,
General (Non-Specialized) Cleaning Of Other Business And Professional Premises And Multiunit Residential Buildings,101629.0,81,812,8121,General cleaning of buildings,,Meydan,
General Cleaning Of Buildings,100490.0,81,812,8121,General cleaning of buildings,,Meydan,
General Clinic,101634.0,86,862,8620,Medical and dental practice activities,,Meydan,
General Dental Clinic,101636.0,86,862,8620,Medical and dental practice activities,,Meydan,
General Facilities And Services Engineering Consultancy,101637.0,81,811,8110,Combined facilities support activities,,Meydan,
General Hospital,101638.0,86,861,8610,Hospital activities,,Meydan,
General Investments Management and Operation,101639.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
General School Education In The First Stage Of The Secondary Level Corresponding More Or Less To The Period Of Compulsory School Attendance,101640.0,85,852,8521,General secondary education,,Meydan,
"General School Education In The Second Stage Of The Secondary Level Giving, In Principle, Access To Higher Education",101641.0,85,852,8521,General secondary education,,Meydan,
General Secondary Education,101642.0,85,852,8521,General secondary education,,Meydan,
General Security Guard Services,101643.0,80,801,8010,Private security activities,,Meydan,
General Surgery Clinic,101644.0,86,862,8620,Medical and dental practice activities,,Meydan,
General Time-Share Provision Of Mainframe Facilities To Clients,101645.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
General Trading,101646.0,46,469,4690,Non-specialized wholesale trade,,Meydan,
General Trading Wholesalers,101646.0,46,469,4690,Non-specialized wholesale trade,,Meydan,
General Warehousing,101647.0,52,521,5210,Warehousing and storage,,Meydan,
Genetic Fingerprint Analysis Centre,101648.0,86,869,8690,Other human health activities,,Meydan,
Gents Cosmetic & Personal Care Center,101650.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Gents Hair Fixing Center,101651.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Gents Haircutting & Hairdressing Salon,101651.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Gents Spa Club,101652.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Gents Wears Tailoring & Embroidery Workshop,101649.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Meydan,
Geodetic Engineering Surveying Services,101654.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Geodetic Surveying Activities:• L& And Boundary Surveying Activities• Hydrologic Surveying Activities• Subsurface Surveying Activities• Cartographic And Spatial Information Activities,101654.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Geographical Maps Drawing,101655.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Geophysical & Geological Studies & Services,101656.0,72,721,7210,Research and experimental development on natural sciences and engineering,,Meydan,
"Geophysical, Geochemical & Geomechanical Engineering Services",101657.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
"Geophysical, Geologic And Seismic Surveying",101658.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Geriatric Care Center,101659.0,87,873,8730,Residential care activities for the elderly and disabled,,Meydan,
Geriatric Medicine Clinic,101660.0,86,862,8620,Medical and dental practice activities,,Meydan,
Ghee & Vegetable Oil Trading,101661.0,47,472,4721,Retail sale of food in specialized stores,,Meydan,
Gift Wrapping Services,101662.0,82,829,8292,Packaging activities,,Meydan,
Gifts Trading,101664.0,46,464,4649,Wholesale of other household goods,,Meydan,
Glass & Mirrors Trading,101665.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Glass Bottles Trading,101669.0,46,464,4649,Wholesale of other household goods,,Meydan,
Glass Waste Trading,101676.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
"Gliders, Sailplanes & Spare Parts Trading",101679.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Global Positioning Systems (G.P.S) Trading,100001.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,Meydan,
Gold & Precious Metals Testing Laboratory,101685.0,71,712,7120,Technical testing and analysis,,Meydan,
Golf Club,101689.0,93,931,9312,Activities of sports clubs,,Meydan,
Golf Courses & Football Playgrounds Works & Maintenance,101690.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
Goods Wholesalers,101698.0,46,469,4690,Non-specialized wholesale trade,,Meydan,
"Goods-Handling Operations, E.G. Temporary Crating For The Sole Purpose Of Protecting The Goods During Transit, Uncrating, Sampling, Weighing Of Goods
",101692.0,52,522,5229,Other transportation support activities,,Meydan,
Government Tourist Liaison Office,101700.0,70,701,7010,Activities of head offices,,Meydan,
Government Transactions Center,101701.0,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Graphic Designers,101706.0,74,741,7410,Specialized design activities,,Meydan,
Grease Traps Trading,101710.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Green Buildings Construction Materials Trading,101711.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Green Buildings Consultant,101712.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Green Buildings Engineering Services,101713.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Green Houses & Equipment Trading,101714.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Grinding Shop,101719.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,Meydan,
Grocery Store,101720.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,Meydan,
Ground Services For Non-Commercial Aircrafts,101721.0,52,522,5223,Service activities incidental to air transportation,,Meydan,
Guest House,101722.0,55,551,5510,Short term accommodation activities,,Meydan,
Gum & Glue Trading,101724.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Gymnastics Club,101726.0,93,931,9312,Activities of sports clubs,,Meydan,
Gymnastics Instruction,101727.0,85,854,8541,Sports and recreation education,,Meydan,
Gynecology & Obstetric Hospital,101728.0,86,861,8610,Hospital activities,,Meydan,
Gypsum Products Trading,101731.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Hair Fixing Center,101734.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Hair Removal Center,101735.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
"Hair Washing, Trimming And Cutting, Setting, Dyeing, Tinting, Waving, Straightening And Similar Activities For Men And Women",101736.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Hairdressing And Other Beauty Treatment,101736.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Halal Quality & Conformity Certification Services,101738.0,71,712,7120,Technical testing and analysis,,Meydan,
Handbags & Leather Products Trading,101743.0,46,464,4649,Wholesale of other household goods,,Meydan,
Handling Loading Lifting Equipment Rental,101744.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Meydan,
"Handling, Loading & Lifting Equipment Trading",101746.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Hazardous Materials Transport,101749.0,49,492,4923,Freight transport by road,,Meydan,
Hazardous Waste Collection & Transport,101750.0,38,381,3812,Collection of hazardous waste,,Meydan,
Head Offices,101751.0,70,701,7010,Activities of head offices,,Meydan,
Head Offices,101751.0,70,701,7010,Activities of head offices,,Meydan,
Health Awareness Services,101754.0,88,881,8810,Social work activities without accommodation for the elderly and disabled,,Meydan,
Health Consultancies,101755.0,70,702,7020,Management consultancy activities,,Meydan,
Health Insurance,101760.0,65,651,6512,Non-life insurance,,Meydan,
Health Insurance Claims Management,101761.0,66,662,6621,Risk and damage evaluation,,Meydan,
Health Management Consulting Services,101762.0,70,702,7020,Management consultancy activities,,Meydan,
Health Planning Consultancies,101763.0,70,702,7020,Management consultancy activities,,Meydan,
Hearing Screening Services,101767.0,86,869,8690,Other human health activities,,Meydan,
Heavy & Light Aircrafts & Helicopters Trading,101770.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Heavy & Light Machinery & Equipment Rental,101771.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Meydan,
Heavy Duty Machinery Engineering Services,101773.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Heavy Equipment & Machinery Spare Parts Trading,101774.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Heavy Lift Solutions Services,101776.0,52,522,5221,Service activities incidental to land transportation,,Meydan,
Helicopters Rental & Operation,101781.0,51,511,5110,Passenger air transport,,Meydan,
Henna Salon,101782.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Heritage Consultant,101784.0,70,702,7020,Management consultancy activities,,Meydan,
Higher Education,101788.0,85,853,8530,Higher education,,Meydan,
Hijjama Center,101789.0,86,869,8690,Other human health activities,,Meydan,
Hockey Club,101790.0,93,931,9312,Activities of sports clubs,,Meydan,
Home Gardening Services,101795.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
Home Health Care Center,101796.0,86,869,8690,Other human health activities,,Meydan,
Homeopathy Center,101797.0,86,869,8690,Other human health activities,,Meydan,
Homes For The Elderly With Minimal Nursing Care,101798.0,87,873,8730,Residential care activities for the elderly and disabled,,Meydan,
Homes For The Elderly With Nursing Care,101799.0,87,871,8710,Residential nursing care facilities,,Meydan,
Honey & Apiary Accessories Trading,101800.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
"Horns, Hooves & Animal Bones Trading",101803.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Meydan,
Horse Equestrian Equipment & Requisites Trading,101804.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,Meydan,
Hospital Activities,101807.0,86,861,8610,Hospital activities,,Meydan,
Hospitality And Tourism Training Services,101808.0,85,854,8549,Other education n.e.c.,,Meydan,
Hospitality Management Consultancy,101809.0,70,702,7020,Management consultancy activities,,Meydan,
Hospitality Services,101810.0,56,562,5621,Event catering,,Meydan,
Hotel,101812.0,55,551,5510,Short term accommodation activities,,Meydan,
Hotel Apartments Rental,101813.0,55,551,5510,Short term accommodation activities,,Meydan,
Hotel Consultants,101814.0,70,702,7020,Management consultancy activities,,Meydan,
Hotel Management,101815.0,82,821,8211,Combined office administrative service activities,,Meydan,
Hourly Car Rental,101816.0,77,771,7710,Renting and leasing of motor vehicles,,Meydan,
"Household Budget Counseling, Marriage And Family Guidance, Credit And Debt Counseling Services",101822.0,88,889,8890,Other social work activities without accommodation,,Meydan,
Household Gas Distribution,101824.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Household Utensils Trading,101825.0,46,464,4649,Wholesale of other household goods,,Meydan,
Households As Employers Of Domestic Personnel,101827.0,97,970,9700,Activities of households as employers of domestic personnel,,Meydan,
Human Resources Consultancy,101829.0,70,702,7020,Management consultancy activities,,Meydan,
Hunting Requisites Trading ,101830.0,46,464,4649,Wholesale of other household goods,,Meydan,
Hydraulic Engineering Services,101831.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Ice Cream Trading,101837.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Ice Cream Truck Vendors,101838.0,56,561,5610,Restaurants and mobile food service activities,,Meydan,
Ice Skating Rrink,101840.0,93,931,9311,Operation of sports facilities,,Meydan,
Ice Skating Training,101841.0,85,854,8541,Sports and recreation education,,Meydan,
Ice Trading,101842.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Ice-Cream Shop,101836.0,56,561,5610,Restaurants and mobile food service activities,,Meydan,
Ignition Materials Trading,101845.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Imitation Jewellery Trading,101849.0,46,464,4649,Wholesale of other household goods,,Meydan,
Immigration Consultancy,101850.0,70,702,7020,Management consultancy activities,,Meydan,
Immigration Services,101850.0,70,702,7020,Management consultancy activities,,Meydan,
In Bound Tour Operator,101858.0,79,791,7912,Tour operator activities,,Meydan,
"Inbound Call Centres, Answering Calls From Clients By Using Human Operators, Automatic Call Distribution, Computer Telephone Integration, Interactive Voice Response Systems Or Similar Methods To Receive Orders, Provide Product Information, Deal With Customer Requests For Assistance Or Address Customer Complaints",101859.0,82,822,8220,Activities of call centres,,Meydan,
Independent Auctioneers,101860.0,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Independent Journalists,101861.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
"Individual Own-Account Sportsmen And Athletes, Referees, Judges, Timekeepers Etc.",101862.0,93,931,9319,Other sports activities,,Meydan,
"Individual Writers, For All Subjects Including Fictional Writing, Technical Writing Etc.",101863.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Individualized Special Education Center,101864.0,88,889,8890,Other social work activities without accommodation,,Meydan,
Industrial & Liquefied Natural Gas Trading,101865.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Industrial Design,101868.0,74,741,7410,Specialized design activities,,Meydan,
Industrial Installations Inspection Engineering Services,101873.0,71,712,7120,Technical testing and analysis,,Meydan,
Industrial Kitchen & Catering Equipment Trading,101874.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Industrial Plant Equipment & Spare Parts Trading,101877.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Industrial Production Engineering Services,101878.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Industrial Solvents Trading,101882.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Industrial Sponge Trading,101883.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Information Helpline Directory,101889.0,82,822,8220,Activities of call centres,,Meydan,
Information Search Services On A Contract Or Fee Basis,101891.0,63,639,6399,Other information service activities n.e.c.,,Meydan,
Information Technology Consultants,101894.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Information Technology Network Services,101895.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Ink & Printing Materials Trading,101900.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Inland Freight Water Transport,101901.0,50,502,5022,Inland freight water transport,,Meydan,
Inland Passenger Water Transport,101902.0,50,502,5021,Inland passenger water transport,,Meydan,
Inland Water Transport,101903.0,50,502,5020,Inland water transport,,Meydan,
Innovation & Artificial Intelligence Research & Consultancies,101904.0,70,702,7020,Management consultancy activities,,Meydan,
Insecticides Trading,101907.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
"Inspection, Testing Equipment & Devices Trading",101909.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Installation (Setting-Up) Of Personal Computers,101911.0,62,620,6209,Other information technology and computer service activities,,Meydan,
Installation Of Industrial Machinery And Equipment,101925.0,33,332,3320,Installation of industrial machinery and equipment,,Meydan,
Installation Of Industrial Machinery In Industrial Plant,101926.0,33,332,3320,Installation of industrial machinery and equipment,,Meydan,
Installation Of Industrial Process Control Equipment,101927.0,33,332,3320,Installation of industrial machinery and equipment,,Meydan,
"Installation Of Other Industrial Equipment, E.G.:• Communications Equipment• Mainframe And Similar Computers• Irradiation And Electromedical Equipment Etc.",101930.0,33,332,3320,Installation of industrial machinery and equipment,,Meydan,
Installation Of Parts And Accessories Not As Part Of The Manufacturing Process,101931.0,45,452,4520,Maintenance and repair of motor vehicles,,Meydan,
"Installing, Repairing, Rebuilding, And Adjusting Mechanical Or Electronic Locking Devices,",101935.0,80,802,8020,Security systems service activities,,Meydan,
"Instruction For Chefs, Hoteliers And Restaurateurs",101938.0,85,852,8522,Technical and vocational secondary education,,Meydan,
Instruction For Tourist Guides,101939.0,85,852,8522,Technical and vocational secondary education,,Meydan,
Insulation & Protection Materials Trading,101941.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Insurance,101944.0,65,651,6510,Insurance,,Meydan,
Insurance Agent,101945.0,66,662,6622,Activities of insurance agents and brokers,,Meydan,
Insurance Agents And Brokers,101945.0,66,662,6622,Activities of insurance agents and brokers,,Meydan,
"Insurance Agents And Brokers (Insurance Intermediaries) In Selling, Negotiating Or Soliciting Of Annuities And Insurance And Reinsurance Policies",101945.0,66,662,6622,Activities of insurance agents and brokers,,Meydan,
Insurance Brokers,101945.0,66,662,6622,Activities of insurance agents and brokers,,Meydan,
Insurance Consultancies,101946.0,66,662,6622,Activities of insurance agents and brokers,,Meydan,
Insurance Mathematics,101947.0,66,662,6621,Risk and damage evaluation,,Meydan,
Intellectual Property Registration Agent,101951.0,69,691,6910,Legal activities,,Meydan,
Intellectual Property Rights Activities,101952.0,69,691,6910,Legal activities,,Meydan,
Inter Urban public Buses Service,101954.0,49,492,4922,Other passenger land transport,,Meydan,
Interactive Services,101955.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
"Interdisciplinary Research And Development, Predominantly On Social Sciences And Humanities",101957.0,72,722,7220,Research and experimental development on social sciences and humanities,,Meydan,
Interior Decorators,101960.0,43,433,4330,Building completion and finishing,,Meydan,
Interior Design Engineering Services,101962.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Intermediate School,101964.0,85,851,8510,Pre-primary and primary education,,Meydan,
Internal Medicine Clinic,101967.0,86,862,8620,Medical and dental practice activities,,Meydan,
International Airline Representative Office,101970.0,52,522,5229,Other transportation support activities,,Meydan,
Internet Consultancy,101972.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Internet Content Provider,101973.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
"Internet Retail Auctions
",101975.0,47,479,4791,Retail sale via mail order houses or via Internet,,Meydan,
Internet Services,101972.0,61,619,6190,Other telecommunications activities,,Meydan,
Interurban Boats Services,101978.0,51,511,5110,Passenger air transport,,Meydan,
"Investigation Into Collective Opinions Of The Public About Political, Economic And Social Issues And Statistical Analysis Thereof",101979.0,73,732,7320,Market research and public opinion polling,,Meydan,
"Investigation Into Market Potential, Acceptance And Familiarity Of Products And Buying Habits Of Consumers For The Purpose Of Sales Promotion And Development Of New Products, Including Statistical Analyses Of The Results",101980.0,73,732,7320,Market research and public opinion polling,,Meydan,
Investment Advisory Services,101982.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Investment In Agricultural Enterprises and Management,100117.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Commercial Enterprises & Management,100768.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Educational Enterprises and Management,101199.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Energy Enterprises and Management,101983.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Health Enterprises and Development,101764.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Industrial Enterprises & Management,101870.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Oil and Natural Gas Projects,101984.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Retail Trade Enterprises and Management,101986.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Sport Enterprises and Management,101987.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
"Investment In Technological Enterprises & Management
",101988.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Tourist Enterprises and Management,101989.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment In Water Enterprises and Development,101990.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Investment Management,101991.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
