activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Nursing Care Facilities,102776.0,87,871,8710,Residential nursing care facilities,,Meydan,
Nursing Homes,102777.0,87,871,8710,Residential nursing care facilities,,Meydan,
Nursing School,102777.0,85,852,8522,Technical and vocational secondary education,,Meydan,
Nuts Trading,102778.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Obstetric & Gynecology Clinic,102779.0,86,862,8620,Medical and dental practice activities,,Meydan,
Occupational Driving School,,85,854,8549,Other education n.e.c.,,Meydan,
Occupational Hygiene & Safety Requisites Trading.,102780.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Occupational Medicine Clinic,,86,862,8620,Medical and dental practice activities,,Meydan,
Occupational Safety Training,102781.0,85,854,8549,Other education n.e.c.,,Meydan,
Off Road Karts & Spare Parts Trading,102782.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Meydan,
Off Road Karts Rental,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Meydan,
Off Road Motorcycles Rental,,77,771,7710,Renting and leasing of motor vehicles,,Meydan,
Office Administrative And Support Activities,,82,821,8210,Office administrative and support activities,,Meydan,
Office Equipment Trading,102783.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Office Furniture Trading,102784.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Oil & Natural Gas Exploration Consultancies,102785.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Oil Drilling Rigs & Equipment Trading,102787.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Oil Exploration Engineering Services,102789.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Oil Refining Engineering Services,102791.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Oilfield & Natural Gas Equipment & Spare Parts Trading,102793.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Oilfield Chemicals Trading,102795.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Old Postage Stamps & Currencies Trading,102796.0,46,464,4649,Wholesale of other household goods,,Meydan,
On Demand Labors Supply (Temporary Employment),,78,782,7820,Temporary employment agency activities,,Meydan,
On-Line Employment Placement Agencies,,78,781,7810,Activities of employment placement agencies,,Meydan,
On-Line Publishing Of Statistics Or Other Information,102797.0,58,581,5819,Other publishing activities,,Meydan,
Oncology Clinic,102798.0,86,862,8620,Medical and dental practice activities,,Meydan,
Online Advertising,102799.0,73,731,7310,Advertising,,Meydan,
Online Government Transactions Processing,,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Online Marketing Services,,73,731,7310,Advertising,,Meydan,
"Operating, Maintaining Or Providing Access To Facilities For The Transmission Of Voice, Data, Text, Sound And Video Using A Satellite Telecommunications Infrastructure",,61,613,6130,Satellite telecommunications activities,,Meydan,
"Operating, Maintaining Or Providing Access To Facilities For The Transmission Of Voice, Data, Text, Sound And Video Using A Wired Telecommunications Infrastructure, Including:• Operating And Maintaining Switching And Transmission Facilities To Provide Point-Top Oint Communications Via L&lines, Microwave Or A Combination Of L&lines And Satellite Linkups• Operating Of Cable Distribution Systems (E.G. For Distribution Of Data And Television Signals)• Furnishing Telegraph And Other Non-Vocal Communications Using Own Facilities The Transmission Facilities That Carry Out These Activities, May Be Based On A Single Technology Or A Combination Of Technologies.",,61,611,6110,Wired telecommunications activities,,Meydan,
"Operating, Maintaining Or Providing Access To Facilities For The Transmission Of Voice, Data, Text, Sound, And Video Using A Wireless Telecommunications Infrastructure",,61,612,6120,Wireless telecommunications activities,,Meydan,
Operation (Exploitation) Of Coin-Operated Games,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
"Operation Of Canteens Or Cafeterias (E.G. For Factories, Offices, Hospitals Or Schools) On A Concession Basis",,56,562,5629,Other food service activities,,Meydan,
Operation Of Concert And Theatre Halls And Other Arts Facilities,,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Operation Of Discotheques And Dance Floors,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Operation Of Fairs And Shows Of A Recreational Nature,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Operation Of Food Concessions At Sports And Similar Facilities,,56,562,5629,Other food service activities,,Meydan,
"Operation Of Funicular Railways, Aerial Cableways Etc. If Part Of Urban Or Suburban Transit Systems",,49,492,4921,Urban and suburban passenger land transport,,Meydan,
"Operation Of Other Websites That Act As Portals To The Internet, Such As Media Sites Providing Periodically Updated Content",,63,631,6312,Web portals,,Meydan,
"Operation Of Recreational Transport Facilities, E.G. Marinas",,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Operation Of Satellite Terminal Stations And Associated Facilities Operationally Connected With One Or More Terrestrial Communications Systems And Capable Of Transmitting Telecommunications To Or Receiving Telecommunications From Satellite Systems,,61,619,6190,Other telecommunications activities,,Meydan,
Operation Of Ski Hills,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
"Operation Of Storage And Warehouse Facilities For All Kind Of Goods• Operation Of Grain Silos, General MercHandise Warehouses, Refrigerated Warehouses, Storage Tanks Etc.",,52,521,5210,Warehousing and storage,,Meydan,
"Operation Of Telfers (Téléphériques), Funiculars, Ski And Cable Lifts If Not Part Of Urban Or Suburban Transit Systems",,49,492,4922,Other passenger land transport,,Meydan,
Operation Of Web Sites That Use A Search Engine To Generate And Maintain Extensive Databases Of Internet Addresses And Content In An Easily Searchable Format,,63,631,6312,Web portals,,Meydan,
Ophthalmology Clinic,102801.0,86,862,8620,Medical and dental practice activities,,Meydan,
Ophthalmology Hospital,102802.0,86,861,8610,Hospital activities,,Meydan,
Optical Center,,86,869,8690,Other human health activities,,Meydan,
Opticians,,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Organic Fertilizer & Plant Feed Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Organization Of Conventions And Trade Shows,102803.0,82,823,8230,Organization of conventions and trade shows,,Meydan,
Organization Of Group And Individual Consignments (Including Pickup And Delivery Of Goods And Grouping Of Consignments),,52,522,5229,Other transportation support activities,,Meydan,
"Organization, Promotion And/Or Management Of Events, Such As Business And Trade Shows, Conventions, Conferences And Meetings, Whether Or Not Including The Management And Provision Of The Staff To Operate The Facilities In Which These Events Take Place",,82,823,8230,Organization of conventions and trade shows,,Meydan,
Oriental Carpets Trading,,46,464,4649,Wholesale of other household goods,,Meydan,
Orthodontic Activities,,86,862,8620,Medical and dental practice activities,,Meydan,
Orthopedic Clinic,,86,862,8620,Medical and dental practice activities,,Meydan,
Orthopedic Surgery Hospital,,86,861,8610,Hospital activities,,Meydan,
Osteopathy Center,,86,869,8690,Other human health activities,,Meydan,
Other Accommodation,,55,559,5590,Other accommodation,,Meydan,
Other Activities Auxiliary To Financial Service Activities,102804.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Other Activities Auxiliary To Insurance And Pension Funding,,66,662,6629,Other activities auxiliary to insurance and pension funding,,Meydan,
Other Amusement And Recreation Activities (Except Amusement Parks And Theme Parks) Not Elsewhere Classified,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Other Amusement And Recreation Activities N.E.C,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Other Amusement And Recreation Activities N.E.C.,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Other Building And Industrial Cleaning Activities,,81,812,8129,Other building and industrial cleaning activities,,Meydan,
"Other Building And Industrial Cleaning Activities, N.E.C.",,81,812,8129,Other building and industrial cleaning activities,,Meydan,
Other Business Support Service Activities N.E.C.,,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Other Credit Granting,,64,649,6492,Other credit granting,,Meydan,
"Other Document Copying Services Without Also Providing Printing Services, Such As Offset Printing, Quick Printing, Digital Printing, Prepress Services",,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,Meydan,
Other Education,,85,854,8540,Other education,,Meydan,
Other Education N.E.C.,,85,854,8549,Other education n.e.c.,,Meydan,
Other Financial Service Activities Primarily Concerned With Distributing Funds Other Than By Making Loans,,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
"Other Financial Service Activities, Except Insurance And Pension Funding Activities
",102805.0,64,649,6490,"Other financial service activities, except insurance and pension funding activities",,Meydan,
"Other Financial Service Activities, Except Insurance And Pension Funding Activities, N.E.C.",102805.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Other Food Products,,47,472,4721,Retail sale of food in specialized stores,,Meydan,
Other Food Service Activities,,56,562,5629,Other food service activities,,Meydan,
Other Human Health Activities,,86,869,8690,Other human health activities,,Meydan,
Other Human Resources Provision,102806.0,78,783,7830,Other human resources provision,,Meydan,
Other Information Service Activities,102807.0,63,639,6390,Other information service activities,,Meydan,
Other Information Service Activities N.E.C.,102807.0,63,639,6399,Other information service activities n.e.c.,,Meydan,
Other Information Technology And Computer Service Activities,102808.0,62,620,6209,Other information technology and computer service activities,,Meydan,
Other Membership Organizations,,94,949,9490,Activities of other membership organizations,,Meydan,
Other Personal Service Activities,,96,960,9600,Other personal service activities,,Meydan,
Other Personal Service Activities N.E.C.,,96,960,9609,Other personal service activities n.e.c.,,Meydan,
"Other Professional, Scientific And Technical Activities N.E.C.",,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Other Publishing Activities,102809.0,58,581,5819,Other publishing activities,,Meydan,
Other Reservation Service And Related Activities,102811.0,79,799,7990,Other reservation service and related activities,,Meydan,
Other Residential Care Activities,,87,879,8790,Other residential care activities,,Meydan,
Other Retail Sale In Non-Specialized Stores,,47,471,4719,Other retail sale in non-specialized stores,,Meydan,
"Other Retail Sale Not In Stores, Stalls Or Markets",,47,479,4799,"Other retail sale not in stores, stalls or markets",,Meydan,
Other Retail Sale Of New Goods In Specialized Stores,,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Other Social Work Activities Without Accommodation,,88,889,8890,Other social work activities without accommodation,,Meydan,
Other Specialized Wholesale,,46,466,4660,Other specialized wholesale,,Meydan,
Other Sports Activities,,93,931,9319,Other sports activities,,Meydan,
Other Support Activities Typically Provided To Businesses Not Elsewhere Classified,,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Other Technical Consulting,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Other Telecommunications Activities,,61,619,6190,Other telecommunications activities,,Meydan,
Other Transportation Support Activities,,52,522,5229,Other transportation support activities,,Meydan,
Other Types Of Insurance,,65,651,6512,Non-life insurance,,Meydan,
Otolaryngology Clinic,,86,862,8620,Medical and dental practice activities,,Meydan,
Out Bound Tour Operator,,79,791,7912,Tour operator activities,,Meydan,
"Outbound Call Centers Using Similar Methods To Sell Or Market Goods Or Services To Potential Customers, Undertake Market Research Or Public Opinion Polling And Similar Activities For Clients",,82,822,8220,Activities of call centres,,Meydan,
Outpatient Treatment & Diagnostic Center,,86,862,8620,Medical and dental practice activities,,Meydan,
Overland Boats & Jet Skis Transport & Towing,100438.0,52,522,5221,Service activities incidental to land transportation,,Meydan,
"Own-Account Investment Activities, Such As By Venture Capital Companies, Investment Clubs Etc.",,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,Meydan,
Oxygen Cafe,,56,563,5630,Beverage serving activities,,Meydan,
Packaging Activities,102812.0,82,829,8292,Packaging activities,,Meydan,
"Packaging Activities On A Fee Or Contract Basis, Whether Or Not These Involve An Automated Process:• Bottling Of Liquids, Including Beverages And Food• Packaging Of Solids (Blister Packaging, Foil-Covered Etc.)• Security Packaging Of Pharmaceutical Preparations• Labeling, Stamping And Imprinting• Parcel-Packing And Gift-Wrapping",102813.0,82,829,8292,Packaging activities,,Meydan,
Packing & Packaging Equipment Trading,102815.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Packing & Packaging Materials Trading,102816.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Paediatric Clinic,102817.0,86,862,8620,Medical and dental practice activities,,Meydan,
Paediatric Hospital,102818.0,86,861,8610,Hospital activities,,Meydan,
Paging Receivers Trading,102819.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Paint & Varnish Trading,102820.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Painting Equipment Trading,102822.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Paintings & Artworks Rental,102824.0,77,772,7729,Renting and leasing of other personal and household goods,,Meydan,
Paintings & Frames Trading,102825.0,46,464,4649,Wholesale of other household goods,,Meydan,
Paper Products Trading,102826.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Paper Trading,102827.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Para-Pharmaceutical Products Trading,102828.0,46,464,4649,Wholesale of other household goods,,Meydan,
Parachuting Club,102829.0,93,931,9312,Activities of sports clubs,,Meydan,
Parcels Delivery,102831.0,53,532,5320,Courier activities,,Meydan,
Parents Of Children With Disabilities Consultant,102832.0,88,889,8890,Other social work activities without accommodation,,Meydan,
Parking Car Washing,102833.0,45,452,4520,Maintenance and repair of motor vehicles,,Meydan,
Parking Meter Coin Collection Services,102834.0,82,829,8299,Other business support service activities n.e.c.,,Meydan,
Parliamentary Consultancy,102835.0,70,702,7020,Management consultancy activities,,Meydan,
Parties & Entertainments Services,102836.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Parties & Events Filming,,74,742,7420,Photographic activities,,Meydan,
Party Cook,,56,562,5629,Other food service activities,,Meydan,
Passenger International Transportation by Buses,,49,492,4922,Other passenger land transport,,Meydan,
Passenger Luggage Delivery,,52,522,5229,Other transportation support activities,,Meydan,
Passenger Transport by Luxury Motor Vehicles,,49,492,4922,Other passenger land transport,,Meydan,
Passenger Transport By Man-Or Animal-Drawn Vehicles,,49,492,4922,Other passenger land transport,,Meydan,
"Passengers Transport By Rented Buses
",,49,492,4922,Other passenger land transport,,Meydan,
Passengers Transport by Vehicles via E-services,,49,492,4922,Other passenger land transport,,Meydan,
"Passengers Transport via Telephone Calls, Electronic Platforms & Smart Apps",,49,492,4922,Other passenger land transport,,Meydan,
Pastry Preparing,102837.0,56,562,5621,Event catering,,Meydan,
Pastry Trading,102838.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Patent & Industrial Property Agent,102839.0,69,691,6910,Legal activities,,Meydan,
Patent Brokerage Activities (Arranging For The Purchase And Sale Of Patents),102841.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Payment Services Provider,102842.0,82,829,8291,Activities of collection agencies and credit bureaus,,Meydan,
Pearls & Precious Stones Trading,102843.0,46,464,4649,Wholesale of other household goods,,Meydan,
People Of Determination Universal Accessibility Consultant,,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
"Performance Of Physical, Chemical And Other Analytical Testing Of All Types Of MaterialsAnd Products",,71,712,7120,Technical testing and analysis,,Meydan,
Performing Arts & Music Festivals,,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Performing Arts Hall,,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Performing Arts Management,,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Performing Arts Schools (Except Academic),,85,854,8542,Cultural education,,Meydan,
Performing Arts Schools Providing Higher Education,,85,853,8530,Higher education,,Meydan,
Perfumes Blending & Bottling,,82,829,8292,Packaging activities,,Meydan,
Permanent Industrial Exhibition,,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Meydan,
Personal Debt Collection,,82,829,8291,Activities of collection agencies and credit bureaus,,Meydan,
Personal Shopping Services,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Personal Sport Coaching Services,,85,854,8541,Sports and recreation education,,Meydan,
"Personnel Search, Selection Referral And Placement Activities, Including Executive Placement And Search Activities",102847.0,78,781,7810,Activities of employment placement agencies,,Meydan,
Persons With Special Needs Equipment Trading,102848.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,Meydan,
Pest Control Equipment Trading,102849.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Pests Management Consultancy,102850.0,70,702,7020,Management consultancy activities,,Meydan,
"Pet Care Services Such As Boarding, Grooming, Sitting And Training Pets",102851.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Pet Relocation Services,,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Petrochemicals trading,102852.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Petrol Station Equipment Trading,102853.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Petroleum Products Transport,,49,492,4923,Freight transport by road,,Meydan,
Petroleum Refining Plants Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Pharmaceutical Consultancies,102856.0,70,702,7020,Management consultancy activities,,Meydan,
Pharmaceutical Representative Office,102857.0,70,701,7010,Activities of head offices,,Meydan,
Pharmaceutical Researches & Studies,102858.0,72,721,7210,Research and experimental development on natural sciences and engineering,,Meydan,
Pharmaceuticals Packing,102859.0,82,829,8292,Packaging activities,,Meydan,
Pharmacy,102860.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,Meydan,
Photocopying,102861.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,Meydan,
"Photocopying, Document Preparation And Other Specialized Office Support Activities",102862.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,Meydan,
Photographic Activities,102864.0,74,742,7420,Photographic activities,,Meydan,
Photographic Processing Equipment & Requisites Trading,102866.0,46,464,4649,Wholesale of other household goods,,Meydan,
Photographs & Motion Pictures Processing,102868.0,74,742,7420,Photographic activities,,Meydan,
Photography Processing Materials Trading,102869.0,46,464,4649,Wholesale of other household goods,,Meydan,
Photography Schools (Except Commercial),102870.0,85,854,8542,Cultural education,,Meydan,
Photography Services,102864.0,74,742,7420,Photographic activities,,Meydan,
Photojournalists,102873.0,74,742,7420,Photographic activities,,Meydan,
Physical & Mechanical Testing Laboratory,103305.0,71,712,7120,Technical testing and analysis,,Meydan,
Physical Engineering Services,103306.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Physical Medicine & Rehabilitation Center,,86,869,8690,Other human health activities,,Meydan,
Physiotherapy Center,,86,869,8690,Other human health activities,,Meydan,
Piano Teachers And Other Music Instruction,103307.0,85,854,8542,Cultural education,,Meydan,
Piano-Tuning,103301.0,95,952,9529,Repair of other personal and household goods,,Meydan,
"Pickup, Sorting, Transport And Delivery (Domestic Or International) Of Letter-Post And (Mail-Type) Parcels And Packages By Firms Not Operating Under A Universal Service Obligation. One Or More Modes Of Transport May Be Involved And The Activity May Be Carried Out With Either Self-Owned (Private) Transport Or Via Public Transport.",103303.0,53,532,5320,Courier activities,,Meydan,
"Pickup, Sorting, Transport And Delivery (Domestic Or International) Of Letter-Post And (Mail-Type) Parcels And Packages By Postal Services Operating Under A Universal Service Obligation. One Or More Modes Of Transport May Be Involved And The Activity May Be Carried Out With Either Self-Owned (Private) Transport Or Via Public Transport.",103304.0,53,532,5320,Courier activities,,Meydan,
Picnics & Camping Organizing,,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
Ping Pong Training,103302.0,93,931,9312,Activities of sports clubs,,Meydan,
Pipelines Testing Services,,71,712,7120,Technical testing and analysis,,Meydan,
Pipes & Fittings Trading,103298.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
"Planning And Designing Of Computer Systems That Integrate Computer Hardware, Software And Communication Technologies",,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
"Planting, Care And Maintenance Of:• Parks And Gardens For:1. Private And Public Housing2. Public And Semi-Public Buildings (Schools, Hospitals, Administrative Buildings,Church Buildings Etc.)3. Municipal Grounds (Parks, Green Areas, Cemeteries Etc.)4. Highway Greenery (Roads, Train Lines And Tramlines, Waterways, Ports)5. Industrial And Commercial Buildings• Greenery For:1. Buildings (Roof Gardens, Façade Greenery, Indoor Gardens)2. Sports Grounds (E.G. Football Fields, Golf Courses Etc.), Play Grounds, Lawns For Sunbathing And Other Recreational Parks3. Stationary And Flowing Water (Basins, Alternating Wet Areas, Ponds, Swimming Pools, Ditches, Watercourses, Plant Sewage Systems)• Plants For Protection Against Noise, Wind, Erosion, Visibility And Dazzling""",103193.0,81,813,8130,Landscape care and maintenance service activities,,Meydan,
Plastic & Nylon Raw Materials Trading,102874.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Plastic Bags & Containers Trading,102875.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Plastic Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Plastic Sheets Trading,102876.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Meydan,
Plastic Surgery Clinic,102877.0,86,862,8620,Medical and dental practice activities,,Meydan,
Plastic Surgery Hospital,102878.0,86,861,8610,Hospital activities,,Meydan,
Plate Heat Exchangers Trading,102879.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Players' Agent,,93,931,9319,Other sports activities,,Meydan,
Podiatry Center,103309.0,86,862,8620,Medical and dental practice activities,,Meydan,
Polo Club,102884.0,93,931,9312,Activities of sports clubs,,Meydan,
Poly Clinic,102885.0,86,862,8620,Medical and dental practice activities,,Meydan,
"Porters, Valet Car Parkers Etc.",102887.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Ports & Marine Guide Equipment Trading,102888.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Ports Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Ports Management,102889.0,52,522,5222,Service activities incidental to water transportation,,Meydan,
Post-Production Activities,102748.0,59,591,5912,"Motion picture, video and television programme post-production activities",,Meydan,
Post-Secondary Non-Tertiary Education,,85,853,8530,Higher education,,Meydan,
Postal Activities,,53,531,5310,Postal activities,,Meydan,
Potatoes Trading,102890.0,47,472,4721,Retail sale of food in specialized stores,,Meydan,
Power & Automatic Control Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
"Power Generation, Transmission & Distribution Equipment Trading",102891.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Pre-Fabricated Houses Trading,102892.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Pre-Primary And Primary Education,,85,851,8510,Pre-primary and primary education,,Meydan,
Pre-Primary Education,,85,851,8510,Pre-primary and primary education,,Meydan,
Precision Dies Trading,102893.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Preparation Of Personal And Business Income Tax Returns,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,Meydan,
Preparation Or Auditing Of Financial Accounts,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,Meydan,
Press Materials Editing & Distributing,,63,639,6399,Other information service activities n.e.c.,,Meydan,
Primary Education,,85,851,8510,Pre-primary and primary education,,Meydan,
Primary School,,85,851,8510,Pre-primary and primary education,,Meydan,
Printing,103578.0,18,181,1811,Printing,,Meydan,
Printing And Service Activities Related To Printing,103576.0,18,181,1810,Printing and service activities related to printing,,Meydan,
"Printing Directly Onto Textiles, Plastic, Glass, Metal, Wood And Ceramics (Except Silkscreen Printing On Textiles And Wearing Apparel)",102895.0,18,181,1811,Printing,,Meydan,
Printing Equipment & Instruments Trading,102896.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
"Printing Of Diaries, Calendars, Business Forms And Other Commercial Printed Matter, Personal Stationery And Other Printed Matter By Letterpress, Offset, Photogravure, Flexographic And Other Printing Presses, Duplication Machines, Computer Printers, Embossers Etc.",103581.0,18,181,1811,Printing,,Meydan,
"Printing Of Newspapers, Magazines And Other Periodicals, Books And Brochures, Music And Music Manuscripts, Maps, Atlases, Posters, Advertising Catalogues, Prospectuses And Other Printed Advertising, Postage Stamps, Taxation Stamps, Documents Of Title, Cheques And Other Security Papers.",103583.0,18,181,1811,Printing,,Meydan,
"Printing On Labels Or Tags (Lithographic, Gravure Printing, Flexographic Printing, Other)",103588.0,18,181,1811,Printing,,Meydan,
Private Consultants’ Services To Inpatients,,86,862,8620,Medical and dental practice activities,,Meydan,
Private Notary Public Services,,69,691,6910,Legal activities,,Meydan,
Private Security Activities,,80,801,8010,Private security activities,,Meydan,
Procurement Consulting,,70,702,7020,Management consultancy activities,,Meydan,
"Producers Or Entrepreneurs Of Arts Live Events, With Or Without Facilities",,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
"Producers Or Entrepreneurs Of Live Events Other Than Arts Or Sports Events, With Or Without Facilities",,93,932,9329,Other amusement and recreation activities n.e.c.,,Meydan,
"Producers Or Promoters Of Sports Events, With Or Without Facilities",,93,931,9319,Other sports activities,,Meydan,
"Production Of Live Theatrical Presentations, Concerts And Opera Or Dance Productions And Other Stage Productions:• Groups, Circuses Or Companies, Orchestras Or B&s• Individual Artists Such As Authors, Actors, Directors, Musicians, Lecturers Or Speakers, Stage-Set Designers And Builders Etc.",102133.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
"Production Of Motion Pictures, Videos, Television Programmes Or Television Commercials",,59,591,5911,"Motion picture, video and television programme production activities",,Meydan,
"Production Of Original (Sound) Master Recordings, Such As Tapes, Cds",,59,592,5920,Sound recording and music publishing activities,,Meydan,
Products & Materials Transportation Equipment Inspection,,71,712,7120,Technical testing and analysis,,Meydan,
Products Design Services,102898.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Professional & Management Development Training,102899.0,85,854,8549,Other education n.e.c.,,Meydan,
Professional Examination Review Courses,,85,854,8549,Other education n.e.c.,,Meydan,
"Professional Sports Instructors, Teachers, Coaches",,85,854,8541,Sports and recreation education,,Meydan,
Programming Of Video-On-Demand Channels,,60,602,6020,Television programming and broadcasting activities,,Meydan,
Project Development Consultant,102900.0,70,702,7020,Management consultancy activities,,Meydan,
Project Management Services,102903.0,82,821,8211,Combined office administrative service activities,,Meydan,
Projects Management Engineering & Technical Feasibility Studies Services,102904.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Promotional Gifts Preparing,102905.0,73,731,7310,Advertising,,Meydan,
Property Observer,,68,682,6820,Real estate activities on a fee or contract basis,,Meydan,
Protective Garments & Vests Trading,102906.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,Meydan,
Protective Shelters Or Plain Bivouac Facilities For Placing Tents And/Or Sleeping Bags,,55,552,5520,"Camping grounds, recreational vehicle parks and trailer parks",,Meydan,
"Provision Of A Combination Of Day-To-Day Office Administrative Services, Such As Reception, Financial Planning, Billing And Record Keeping, Personnel And Physical Distribution (Mail Services) And Logistics For Others On A Contract Or Fee Basis.",102907.0,82,821,8211,Combined office administrative service activities,,Meydan,
Provision Of Accommodation In Campgrounds For Short Stay Visitors,,55,552,5520,"Camping grounds, recreational vehicle parks and trailer parks",,Meydan,
Provision Of Human Resources For Client BusinessesThis Provision Of Human Resources Is Typically Done On A Long-Term Or Permanent Basis And The Units Classified Here May Perform A Wide Range Of Human Resource And Personnel Management Duties Associated With This Provision.,,78,783,7830,Other human resources provision,,Meydan,
"Provision Of Infrastructure For Hosting, Data Processing Services And Related Activities",,63,631,6311,"Data processing, hosting and related activities",,Meydan,
"Provision Of Insurance Services Other Than Life Insurance:
 • Accident And Fire Insurance
 • Health Insurance
 • Travel Insurance
 • Property Insurance
 • Motor, Marine, Aviation And Transport Insurance
 • Pecuniary Loss And Liability Insurance",,65,651,6512,Non-life insurance,,Meydan,
