activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Engineering Consultancy in tectonic monitoring and earth faults,101304.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Engineering Designing Instruments Trading,101308.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Engines and Machinery Spare Parts Trading,101310.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Entertainment Enterprises Investment, Institution and Management",101314.0,66,663,6630,Fund management activities,,SRTIP,
Entertainment Water Games,101319.0,93,932,9329,Other amusement and recreation activities n.e.c.,,SRTIP,
Entrepreneurship Training,101320.0,85,854,8549,Other education n.e.c.,,SRTIP,
Environment Protection Equipment Trading,101322.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Environment Protection Training,101323.0,85,854,8549,Other education n.e.c.,,SRTIP,
"Environmental Concultancy, Studies and Researches",101325.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
Environmental Engineering Consultancy,101327.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Environmental Protection Training Services,101328.0,85,854,8549,Other education n.e.c.,,SRTIP,
"Equipment Repair, Trimming The Grass Gardens",101337.0,81,813,8130,Landscape care and maintenance service activities,,SRTIP,
Event Management Consultancy,101345.0,70,702,7020,Management consultancy activities,,SRTIP,
Event Production Services,101347.0,90,900,9000,"Creative, arts and entertainment activities",,SRTIP,
Exhibition Organization and Management Services,101358.0,82,823,8230,Organization of conventions and trade shows,,SRTIP,
"Extension Services, Tourism",101366.0,79,799,7990,Other reservation service and related activities,,SRTIP,
External Tourism Voyages Organizer,101368.0,79,791,7912,Tour operator activities,,SRTIP,
Facilities Resources Planning Consultancy,101381.0,70,702,7020,Management consultancy activities,,SRTIP,
False Ceilings Trading,101384.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Fashion and Clothes Designing,101389.0,74,741,7410,Specialized design activities,,SRTIP,
Fashion Shows Organization,101392.0,82,823,8230,Organization of conventions and trade shows,,SRTIP,
Feasibility Studies Concultancy,101394.0,70,702,7020,Management consultancy activities,,SRTIP,
Fencing and Barbed Wire Trading,101397.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Ferrous Metal Trading,101402.0,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Festival Organization and Management Services,101403.0,82,823,8230,Organization of conventions and trade shows,,SRTIP,
Fibre Glass Products Maintenance,101408.0,33,331,3319,Repair of other equipment,,SRTIP,
Fibre Glass Products Trading,101404.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Fibre Optic Products and Requisites Trading,101406.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Film / TV / Radio Music Production,101412.0,59,592,5920,Sound recording and music publishing activities,,SRTIP,
"Film, TV and Radio Production Services",101412.0,59,592,5920,Sound recording and music publishing activities,,SRTIP,
Filters and Purification Devices Trading,101420.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Fine Arts Consultancy,101430.0,70,702,7020,Management consultancy activities,,SRTIP,
Fine Arts Training,101433.0,85,854,8542,Cultural education,,SRTIP,
Fire Fighting and Safety Equipment Installation,101441.0,43,432,4329,Other construction installation,,SRTIP,
Fire Fighting and Safety Equipment Trading,101443.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Fire Fighting Pipes Trading,101446.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Fire Resistant and Retardant Materials Trading,101450.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Fire Safety and Protection Engineering Consultancy,101453.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Fire Safety Consultancy,101454.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
First Aids Training,101460.0,85,854,8549,Other education n.e.c.,,SRTIP,
Fish and Marine Animals Trading,101462.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Fish and Meat Wastes Trading,101464.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Fishing and Hunting Requisites Trading,101475.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Flags and Flagpoles Trading,101482.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Flavours and Fragrances Trading,100081.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Flour Trading,101496.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Flowers and Plants Trading,101498.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Fly Ash Trading,101499.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Fodder Trading,101505.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Food Safety Consulting,101517.0,70,702,7020,Management consultancy activities,,SRTIP,
Food Safety Training,101518.0,85,854,8549,Other education n.e.c.,,SRTIP,
Food Supplements Trading,101522.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
"Food, Health Food and Dairy Consultancy",101523.0,70,702,7020,Management consultancy activities,,SRTIP,
Foodstuff and Beverages Trading,101508.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Foodstuff E-Trading,101527.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Foodstuff Supply Services,101528.0,56,562,5621,Event catering,,SRTIP,
Foundations and Soil Mechanics Engineering Consultancy,101544.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Franking Machines Trading,101548.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Freight Forwarding Services,101553.0,52,522,5229,Other transportation support activities,,SRTIP,
"Fresh , Chilled and Frozen Meat Trading",101556.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
"Fresh Products, Pastry, and Baked Stuffed Manufacturing",101558.0,10,107,1071,Manufacture of bakery products,,SRTIP,
Frozen Fish and Seafood Trading,101560.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Frozen Poultry Trading,101562.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Fuel Trading,101576.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Gaming Development Services,101596.0,62,620,6201,Computer programming activities,,SRTIP,
Garbage and Waste Collection Containers Trading,101608.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Garden Equipment Trading,101612.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Garments Accessories Trading,101613.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
"Garments, Textiles and Gifts E-Trading",101615.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Gas Extraction Engineering Consultancy,101622.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
General Buildings Engineering Consultancy,101633.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
General Trading,101646.0,46,469,4690,Non-specialized wholesale trade,,SRTIP,
General Warehousing Services,101647.0,52,521,5210,Warehousing and storage,,SRTIP,
Geographical Maps Drawing,101655.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Geological and Geophysical Consultancy and Studies and Researches,101656.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
"Geophysical, Geochemical and Geomechanical Engineering Consultancy",101657.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Ghee and Vegetable Oil Trading,101661.0,47,472,4721,Retail sale of food in specialized stores,,SRTIP,
Gift Wrapping Services,101662.0,82,829,8292,Packaging activities,,SRTIP,
Gifts Trading,101664.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Glass and Mirrors Trading,101665.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Glass Bottles Trading,101669.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Global Positioning Systems (G.P.S) Trading,100001.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Goods Air Shipment Services,101691.0,52,522,5223,Service activities incidental to air transportation,,SRTIP,
Goods Marine Shipment Services,101696.0,52,522,5222,Service activities incidental to water transportation,,SRTIP,
Government Tourist Liaison Office,101700.0,70,701,7010,Activities of head offices,,SRTIP,
"Grains, Cereals and Legumes Trading",101703.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Graphic Design Services,101706.0,74,741,7410,Specialized design activities,,SRTIP,
Green Buildings Construction Materials Trading,101711.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Green Buildings Consultancy,101712.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Green Buildings Engineering Consultancy,101713.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Green Houses and Equipment Trading,101714.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Grinding Shop,101719.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SRTIP,
Grocery,101720.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SRTIP,
Grocery Store,101720.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SRTIP,
Gum and Glue Trading,101724.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Gypsum Products Trading,101731.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Hall social events,101739.0,93,932,9329,Other amusement and recreation activities n.e.c.,,SRTIP,
Hand Sanitizer Trading,101741.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Handbags and Leather Products Trading,101743.0,46,464,4649,Wholesale of other household goods,,SRTIP,
"Handling, Loading and Lifting Equipment Trading",101746.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Health Food Trading,101758.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Health Management Consulting Services,101762.0,70,702,7020,Management consultancy activities,,SRTIP,
"Health Services Enterprises Investment, Institution and Management",101764.0,66,663,6630,Fund management activities,,SRTIP,
Heavy Duty Machinery Engineering Consultancy,101773.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Heavy Equipment and Machinery Spare Parts Trading,101774.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Heavy Machinery Engineering Consultancy,101777.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Heavy Vehicles and Equipment Tyres and Outfit Trading,101779.0,45,453,4530,Sale of motor vehicle parts and accessories,,SRTIP,
Helicopter Rental,101780.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SRTIP,
Heritage Consultancy,101784.0,70,702,7020,Management consultancy activities,,SRTIP,
Hides Trading,101787.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Home Furniture Trading,101794.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Honey and Apiary Accessories Trading,101800.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Honey Trading,101802.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Horse Equestrian Equipment and Requisites Trading,101804.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,SRTIP,
Hospitality and Tourism Training Services,101808.0,85,854,8549,Other education n.e.c.,,SRTIP,
Hotel Concultancy,101814.0,70,702,7020,Management consultancy activities,,SRTIP,
Household Utensils Trading,101825.0,46,464,4649,Wholesale of other household goods,,SRTIP,
"Household, Professional and Personal Goods E-Trading",101826.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Houseware and Equipment Trading,101828.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Human Resource Consultancy,101829.0,70,702,7020,Management consultancy activities,,SRTIP,
Human Resources Consultancy,101829.0,70,702,7020,Management consultancy activities,,SRTIP,
Hydraulic Engineering Consultancy,101831.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Hydrographic Engineering Surveying Consultancy,101833.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Ice Cream Trading,101837.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Ice Trading,101842.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Ice-Cream Shop,101836.0,56,561,5610,Restaurants and mobile food service activities,,SRTIP,
In Bound Tour Operator Services,101858.0,79,791,7912,Tour operator activities,,SRTIP,
"Industrial Enterprises Investment, Institution and Management",101870.0,66,663,6630,Fund management activities,,SRTIP,
Industrial Facilities’ Installations Inspection Engineering services,101871.0,71,712,7120,Technical testing and analysis,,SRTIP,
Industrial Installations Inspection Engineering Consultancy,101873.0,71,712,7120,Technical testing and analysis,,SRTIP,
Industrial Machinery and Spare Parts Trading,101875.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Industrial Plant Equipment and Spare Parts Trading,101877.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Industrial Sponge Trading,101883.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
"Information Services, non-Commercial",101892.0,63,639,6399,Other information service activities n.e.c.,,SRTIP,
Information Studies and Concultancy,101893.0,62,620,6202,Computer consultancy and computer facilities management activities,,SRTIP,
Information Technology Consultancy,101894.0,62,620,6202,Computer consultancy and computer facilities management activities,,SRTIP,
"Infrastructure Enterprises Investment, Institution and Management",101896.0,66,663,6630,Fund management activities,,SRTIP,
Ink and Printing Materials Trading,101900.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Innovation and Artificial Intelligence Research Concultancy,101904.0,70,702,7020,Management consultancy activities,,SRTIP,
Innovative Business Incubator,101906.0,70,702,7020,Management consultancy activities,,SRTIP,
"Inspection, Testing Equipment and Devices Trading",101909.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Inspection and Pricing Services,101910.0,71,712,7120,Technical testing and analysis,,SRTIP,
Installation and Repair of Safety Equipment and Fire Extinguishing Systems,101914.0,43,432,4321,Electrical installation,,SRTIP,
Installation and Repair of Television Receivers (Antennas),101915.0,95,951,9512,Repair of communication equipment,,SRTIP,
Installation Of Internal Sewerage Fittings For Buildings,101928.0,43,432,4322,"Plumbing, heat and air-conditioning installation",,SRTIP,
Insulation and Protection Materials Trading,101941.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Insurance Consultancy,101946.0,66,662,6622,Activities of insurance agents and brokers,,SRTIP,
Intellectual Property Registration Agent Services,101951.0,69,691,6910,Legal activities,,SRTIP,
Intellectual Property Rights Management Services ,101952.0,77,774,7740,"Leasing of intellectual property and similar products, except copyrighted works",,SRTIP,
Interior Design Engineering Consultancy,101962.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Internal Tourism Journeys Organizer,101968.0,79,791,7912,Tour operator activities,,SRTIP,
International Airline Representative Office,101970.0,52,522,5229,Other transportation support activities,,SRTIP,
Internet Consultancy,101972.0,62,620,6202,Computer consultancy and computer facilities management activities,,SRTIP,
Internet Content Provider,101973.0,63,631,6311,"Data processing, hosting and related activities",,SRTIP,
Internet Marketing Services,101974.0,73,731,7310,Advertising,,SRTIP,
"Investing in technology projects, establishing and managing them",101981.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SRTIP,
Investment Consultancy,101982.0,66,661,6619,Other activities auxiliary to financial service activities,,SRTIP,
Investment in Commercial Enterprises and Management Services,100768.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SRTIP,
Investment in Oil and Natural Gas Projects,101984.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SRTIP,
Investment in Tourist Enterprises and Management Services,101989.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SRTIP,
Iron Main Products Trading,101997.0,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Ironmongery Trading,101999.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Irrigation Equipment and Requisites Trading,102000.0,46,465,4653,"Wholesale of agricultural machinery, equipment and supplies",,SRTIP,
Irrigation Water Resources Engineering Consultancy,102001.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
IT Infrastructure,102008.0,63,631,6311,"Data processing, hosting and related activities",,SRTIP,
Jet Ski Trading,102015.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SRTIP,
Jewellery and Precious Stones E-Trading,102017.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Jewellery Designing Services,102018.0,74,741,7410,Specialized design activities,,SRTIP,
Jewellery Trading,102016.0,46,464,4649,Wholesale of other household goods,,SRTIP,
"Jewelry Design, Jewelry, Precious",102018.0,32,321,3212,Manufacture of imitation jewellery and related articles,,SRTIP,
Juice Trading,102025.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Kids Rides and Games Trading,102032.0,47,476,4764,Retail sale of games and toys in specialized stores,,SRTIP,
Kindergarten,102033.0,85,851,8510,Pre-primary and primary education,,SRTIP,
Kindergartens,102033.0,85,851,8510,Pre-primary and primary education,,SRTIP,
Knives and Scissors Repairing and Grinding,102039.0,95,952,9529,Repair of other personal and household goods,,SRTIP,
Laboratories Chemicals Trading,102044.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Laboratories Tools and Requisites Trading,102045.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Ladies Garments Trading,102052.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
"Land Preparation, Irrigation Systems Works and Maintenance",102061.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Landscape Design Services,102064.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Landscaping Engineering Consultancy,102065.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Language Training,102068.0,85,854,8549,Other education n.e.c.,,SRTIP,
Languages Teaching,102068.0,85,854,8542,Cultural education,,SRTIP,
Laser and Fireworks Show Equipment Trading,102070.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Laundry and Dry Cleaning Equipment Trading,102076.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Learning Difficulties Center,102084.0,85,854,8549,Other education n.e.c.,,SRTIP,
Legal Translation Services,102096.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Life Saving Equipment Trading,102105.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Lifestyle Development Consultancy,102108.0,96,960,9609,Other personal service activities n.e.c.,,SRTIP,
"Lifts, Escalators and Spare Parts Trading",102112.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Light Archiving Services,102115.0,63,631,6311,"Data processing, hosting and related activities",,SRTIP,
Light Fittings and Fixtures Trading,102116.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Lighting Equipment and Requisites Trading,102119.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Lighting Poles Trading,102121.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Liquids Mechanics Engineering Consultancy,102128.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Local Sweets Preparing,102143.0,56,562,5621,Event catering,,SRTIP,
Locks and Keys Trading,102145.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Logistics Consultancy,102148.0,70,702,7020,Management consultancy activities,,SRTIP,
Logo Design Services,102149.0,74,741,7410,Specialized design activities,,SRTIP,
Lubricants and Grease Trading,102153.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Lubricants and Petroleum Wastes Transport,102154.0,52,522,5229,Other transportation support activities,,SRTIP,
Machines Mechanics Engineering Consultancy,102159.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Magnetic Technology Equipment Trading,102162.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Management and Administration Training Services ,102171.0,85,854,8549,Other education n.e.c.,,SRTIP,
Management and Control of Intellectual Property Rights,102173.0,69,691,6910,Legal activities,,SRTIP,
Management and operation of Artificial Intelligence robotic systems,102174.0,62,620,6209,Other information technology and computer service activities,,SRTIP,
Management Concultancy,102177.0,70,702,7020,Management consultancy activities,,SRTIP,
Management of Self Owned Properties Services ,102178.0,68,681,6810,Real estate activities with own or leased property,,SRTIP,
Management Services and Extended Warranty,102181.0,70,701,7010,Activities of head offices,,SRTIP,
Manufacturing and Material Engineering Consultancy,102592.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Manufacturing and Materials Engineering and Consultancy,102592.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Marble and Natural Stones Trading,102603.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Marine Projects Engineering Consultancy,102614.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Marine Survey Engineering Consultancy,102616.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
"Marine, Ports and Waterways Engineering Consultancy",102620.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Maritime Consultancy,102621.0,70,702,7020,Management consultancy activities,,SRTIP,
Marketing and Advertising Training,102626.0,85,854,8549,Other education n.e.c.,,SRTIP,
Marketing and Promotion for Natural Gas Products,102627.0,73,731,7310,Advertising,,SRTIP,
Marketing Management,102631.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Marketing Operations Management,102632.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Marketing Research and Consultancy,102629.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Marketing Services via Social Media,102633.0,62,620,6202,Computer consultancy and computer facilities management activities,,SRTIP,
Measuring and Control Systems Trading,102643.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Meat and Fish Processing Equipment and Machinery Trading,102646.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Mechanical Engineering Concultancy,102652.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Mechanical Engineering Consultancy,102652.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Mechanical Engineering Services,102652.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Mechanical Equipment Trading,102653.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Mechanical Power Engineering Consultancy,102655.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Media and Marketing Consultancy,102658.0,70,702,7020,Management consultancy activities,,SRTIP,
Media Consultancy and Studies,102658.0,70,702,7020,Management consultancy activities,,SRTIP,
Media Monitoring,102665.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Media Monitoring Services,102665.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Media Representation,102667.0,73,731,7310,Advertising,,SRTIP,
Media Representative Office,102668.0,73,731,7310,Advertising,,SRTIP,
Media Software Development and System Integration,102669.0,62,620,6201,Computer programming activities,,SRTIP,
Medical Engineering Consultancy,102683.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Medical Equipments and Devices Trading,102686.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Medical, Surgical Articles and Requisites Trading",102697.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Medical, Surgical Equipment and Instruments Trading",102698.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Men Body Fitness Club,102705.0,93,931,9312,Activities of sports clubs,,SRTIP,
Mens Garment Trading,102712.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Metal Alloys Trading,102717.0,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Metal Blinds Trading,102718.0,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SRTIP,
Metal Boxes and Container Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Metal Cans and Containers Trading,102719.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Metal Casting Components and Related Tools Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Metal Drums and Barrels Trading,102720.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Metal Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Metal Rope trading,102722.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Metal Wires Trading,102723.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Metals Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Meteorology Engineering Consultancy,102725.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Military Cloth Ware and Requisites Trading,102727.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Mind Abilities Development,,85,854,8549,Other education n.e.c.,,SRTIP,
Mind Abilities Development Center,102728.0,86,869,8690,Other human health activities,,SRTIP,
Mineral Water Trading,102730.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Mines and Mining  Engineering Consultancy and Geological Engineering,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
"Mines, Mining and Geological Engineering Consultancy",,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Mini Store,102731.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SRTIP,
Mining and Mines Equipment Engineering Consultancy,102732.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
"Mining, Oil and Water Geological Consultancy",,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Mobile Phones and Accessories Trading,102734.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Mobile Transportation Systems Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Monetary and Banking Equipment Trading,102740.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Motorcycles Spare Parts and Accessories Trading,102749.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SRTIP,
Motorcycles Trading,102750.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SRTIP,
Multi Restaurants Center,,56,561,5610,Restaurants and mobile food service activities,,SRTIP,
Multi-Section Store,,47,471,4719,Other retail sale in non-specialized stores,,SRTIP,
Music Consultancy,102753.0,70,702,7020,Management consultancy activities,,SRTIP,
Music Distribution Services,,59,592,5920,Sound recording and music publishing activities,,SRTIP,
Musical Instruments and Requisites Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Natural Gas Technology Marketing,102754.0,73,731,7310,Advertising,,SRTIP,
Network Consultancy,102756.0,62,620,6202,Computer consultancy and computer facilities management activities,,SRTIP,
Network Websites Contents Entering and Supplying,102757.0,63,631,6311,"Data processing, hosting and related activities",,SRTIP,
Network Websites Designing,102758.0,62,620,6201,Computer programming activities,,SRTIP,
New Automobile Trading for Export,102761.0,45,451,4510,Sale of motor vehicles,,SRTIP,
New Heavy Equipment and Machinery Spare Parts,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
New Heavy Equipment and Machinery Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
New Passenger Motor Vehicles Trading,,45,451,4510,Sale of motor vehicles,,SRTIP,
"Noise Control, Vibration and Acoustics Consultancy",102767.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
