activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Non Edible Oil Trading,102768.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Non Ferrous Metal Trading,102770.0,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Non-ferrous Metal Main Products Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Novelties Trading,102774.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Novelties Wholesale,102774.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Nuts Trading,102778.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Occupational Hygiene and Safety Requisites Trading,102780.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Occupational Safety Training,102781.0,85,854,8549,Other education n.e.c.,,SRTIP,
Office Equipment Trading,102783.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Office Furniture Trading,102784.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Office Tools Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Oil and Gas Tanks Pipes Construction Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Oil and Natural Gas Exploration Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Oil and Natural Gas Well Equipment and Devices and Spare Parts Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Oil Exploration Engineering Consultancy,102788.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Oil Exploration Engineering Services,102789.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Oil Refining Engineering Consultancy,102790.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Oil Well Chemicals Trading,102792.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
"Oilfield, Natural Gas Equipment and Spare Parts Trading",102793.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Oilfield Chemicals Trading,102795.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Old Postage Stamps and Currencies Trading,102796.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Online Players Support Service Providers,,82,822,8220,Activities of call centres,,SRTIP,
Online Publishing and Electronic Content and e-Books,,58,581,5811,Book publishing,,SRTIP,
Online Training Institute,,85,854,8549,Other education n.e.c.,,SRTIP,
Operation of WebSites That Use a Search Engine Services,,63,631,6312,Web portals,,SRTIP,
Organization and Event Management,,82,823,8230,Organization of conventions and trade shows,,SRTIP,
Organizing Ground Operations in Airports,,52,522,5223,Service activities incidental to air transportation,,SRTIP,
Oriental Carpets Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Out Bound Tour Operator Services,,79,791,7912,Tour operator activities,,SRTIP,
Outdoor Advertising,,73,731,7310,Advertising,,SRTIP,
Packing and Packaging Equipment Trading,102815.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Packing and Packaging Materials Trading,102816.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Paging Receivers Trading,102819.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Paint and Varnish Trading,102820.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Painting Equipment Trading,102822.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Paintings and Frames Trading,102825.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Paper Products Trading,102826.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Paper Trading,102827.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Para Pharmaceutical Products Trading,102828.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Parents of Children with Disabilities Consultancy,102832.0,88,889,8890,Other social work activities without accommodation,,SRTIP,
Parties and Entertainments Services,,90,900,9000,"Creative, arts and entertainment activities",,SRTIP,
Parties and Events Organizing,,82,823,8230,Organization of conventions and trade shows,,SRTIP,
Passenger Air Transport,,51,511,5110,Passenger air transport,,SRTIP,
Passengers Transportation via Helicopters,,51,511,5110,Passenger air transport,,SRTIP,
Passengers Used Cars Trading,,45,451,4510,Sale of motor vehicles,,SRTIP,
Payment Services Provider Services ,102842.0,82,829,8291,Activities of collection agencies and credit bureaus,,SRTIP,
Pearls and Precious Stones Trading,102843.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Performing Arts Training Center,,85,854,8542,Cultural education,,SRTIP,
Perfumes and Cosmetics Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Personal Development Training Services,,85,854,8549,Other education n.e.c.,,SRTIP,
Personal Used Clothes and Outfit,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Personal Videotaping,,74,742,7420,Photographic activities,,SRTIP,
Persons with Special Needs Equipment Trading,102848.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Persons with Special Needs Equipment Wholesale,102848.0,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Pest Control Equipment Trading,102849.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Pests Management Consultancy,102850.0,70,702,7020,Management consultancy activities,,SRTIP,
Petrochemical Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Petrochemicals Engineering Services,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
PetroChemicals Trading,102852.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Petrol Station Equipment Trading,102853.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Petroleum and Gas Tank Pipes Building Engineering Consultancy,102854.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Petroleum and Natural Gas Searching and Exploration Consultancy,102855.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Petroleum Recycling Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Petroleum Recycling Units Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Petroleum Refining plants Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Pharmaceutical Products Abroad Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Pharmaceutical Studies and Researches,102858.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
Photography Processing Materials Trading,102869.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Photography Services,102864.0,74,742,7420,Photographic activities,,SRTIP,
Physical Engineering Consultancy,103306.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Pipes and Fittings Trading,103298.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Pipes and Tubes Trading,103299.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Planning and Photogrammetry Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Plastic and Nylon Raw Materials Trading,102874.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Plastics Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Plate Heat Exchangers Trading,102879.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Plumbing, Heat and Air-Conditioning Installation",102883.0,43,432,4321,Electrical installation,,SRTIP,
Portal,102886.0,63,631,6312,Web portals,,SRTIP,
Ports and Marine Guide Equipment Trading,102888.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Ports Engineering Concultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Potatoes Trading,102890.0,47,472,4721,Retail sale of food in specialized stores,,SRTIP,
Power and Automatic Control Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
"Power Enterprises Investment, Institution and Management",,66,663,6630,Fund management activities,,SRTIP,
"Power Generation, Transmission and Distribution Equipment Trading",102891.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Power Transmission and Distribution Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
"Power, Oil and Gas Consultancy",,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Precision Dies Trading,102893.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Printing Equipment and Instruments Trading,102896.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Private Airplane Charter Services,,51,511,5110,Passenger air transport,,SRTIP,
Production Management Services,,70,702,7020,Management consultancy activities,,SRTIP,
Products and Services E-Trading,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Products Design Consultancy,102897.0,74,741,7410,Specialized design activities,,SRTIP,
Professional and Management Development Training,102899.0,85,854,8549,Other education n.e.c.,,SRTIP,
Professional Health and Safety Outfit and Tools Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Professional Safety and Health Consultancy,,70,702,7020,Management consultancy activities,,SRTIP,
Professional Safety and Health Equipments and Requirements,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Professional Safety and Prevention against Fire Procedures Training,,85,854,8549,Other education n.e.c.,,SRTIP,
Project Development Consultancy,102900.0,70,702,7020,Management consultancy activities,,SRTIP,
Project Management Consultancy,102902.0,70,702,7020,Management consultancy activities,,SRTIP,
Project Management Services,102903.0,82,821,8211,Combined office administrative service activities,,SRTIP,
Projects Management Engineering and Technical Feasibility Studies Consultancy,102904.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Propriety Trading in Crypto-Commodities ,,66,661,6619,Other activities auxiliary to financial service activities,,SRTIP,
Protective Garments and Vests Trading,102906.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Public Relations Agency,102910.0,70,702,7020,Management consultancy activities,,SRTIP,
Public Relations Consultancy,102910.0,70,702,7020,Management consultancy activities,,SRTIP,
Public Relations Management Services,102912.0,70,702,7020,Management consultancy activities,,SRTIP,
Publications and Media Material E-Trading,102913.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Publications and media Materials E-Trading,102913.0,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Publications and Stationery Selling Kiosk,102914.0,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SRTIP,
Publishing Consultancy,102919.0,70,702,7020,Management consultancy activities,,SRTIP,
"Pumps, Engines, Valves and Spare Parts Trading",102928.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Pumps, Motors and Valves and Outfit Trading",,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
"Quality, Standardization and Measuring Consultancy",102936.0,70,702,7020,Management consultancy activities,,SRTIP,
Racing Cars Trading,102937.0,45,451,4510,Sale of motor vehicles,,SRTIP,
"Radio, T.V. Stations, Cinema and Theatre Equipment Trading",102941.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Railway Development Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Railway Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Raw Material Installation Engineering Consultancy,102947.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Raw-Materials Composition Engineering Consultancy,102947.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Readymade Garments Trading,102951.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Real Estate Buying and Selling Brokerage Abroad Services,102954.0,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
Real Estate Concultancy,102955.0,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
Real Estate Consultancy,102955.0,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
"Real Estate Enterprises Investment, Development, Institution and Management",,66,663,6630,Fund management activities,,SRTIP,
Real Estate Leasing Brokerage,102960.0,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
Real Estate Purchase and Sale Brokerage,102953.0,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
Recycling Non-Metal Scrap and Waste Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Refined Oil Products Abroad Trading,102977.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Refined Oil Products Trading,102978.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Refrigerated Storing,,52,521,5210,Warehousing and storage,,SRTIP,
Refrigeration and Cold Storage Equipment Trading,100144.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Refrigerators , Washing Machines and Household Electrical Appliances Trading",102979.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Reinforcement Steel Bars Trading,102985.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Remote Learning,,85,854,8549,Other education n.e.c.,,SRTIP,
Renewable Energy Engineering Consultancy,102989.0,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
Repair and Antiquities Preservation Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Reproduction Audio Recordings on Various Recording Media,103599.0,18,182,1820,Reproduction of recorded media,,SRTIP,
Research and Development in Mixed Reality and Digital Simulation,,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
Research and Information Services,,73,732,7320,Market research and public opinion polling,,SRTIP,
Restaurant,,56,561,5610,Restaurants and mobile food service activities,,SRTIP,
Restaurant and Mini Store,,56,561,5610,Restaurants and mobile food service activities,,SRTIP,
Restaurants Management,,82,821,8211,Combined office administrative service activities,,SRTIP,
Retail sale of  Baby Care Equipment Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of  Electronic Trading Products and Services Online,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Retail sale of  Sandals  And Slippers,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
"Retail sale of Accessories, Supplies Animals and Birds",,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Advertisement and Media Instruments,,47,476,4762,Retail sale of music and video recordings in specialized stores,,SRTIP,
Retail sale of Air-conditioner and coolant spare parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Baby Ready-made Clothes,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale of Balances and Scales,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
"Retail sale of Bamboo, Cane and Wicker Product",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Banking and Cash Apparatuses and Equipments,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Blocks Manufacturing Equipments and Machinery,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Building Used Equipment and Machinery,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Candles,103008.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Carpets,,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SRTIP,
Retail sale of Children Games and Toys,,47,476,4764,Retail sale of games and toys in specialized stores,,SRTIP,
Retail sale of Cloth Hangers,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
"Retail sale of Clothes, Textiles and Gifts E-Trafficking",,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Retail sale of clothing accessories pants),,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale of Coal and Firewood,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Commodities Via Vending Equipment.,,47,479,4799,"Other retail sale not in stores, stalls or markets",,SRTIP,
Retail sale of Construction Equipment and Machinery Spare Parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Curtains and Upholstery Cloth,,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SRTIP,
Retail sale of Detergents,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale of Diving Gear Equipments,,47,476,4764,Retail sale of games and toys in specialized stores,,SRTIP,
Retail sale of Dried Batteries,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of E-Gates And Barriers,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Electrical Generators and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Electrical Transformers and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
"Retail sale of Electricity Generation, Transmission and Distribution Equipment",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Electronic Cards Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Elevators and Escalators and Spare Parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Engineering Drawing Equipments,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Foodstuff E-Trafficking,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Retail sale of Formal Clothes,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale of Gifts,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Global Positioning System (G.P.S) ,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Retail sale of Hand Umbrellas and Sticks,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale of Hunting Equipment and Tools,,47,476,4764,Retail sale of games and toys in specialized stores,,SRTIP,
Retail sale of Irrigation Equipments and Devices and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
"Retail sale of Jewellery, Pearls and Precious Stones E-Trading",,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
Retail sale of Kitchens and Restaurants Equipment and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Life Saving Equipment,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Lifting and Loading Equipments and Machinery,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Lighting Equipment and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Magnetic Technology Apparatuses,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Measurement and Control Equipments and Devices,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Meat and Fish Preparation Machines,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Medical and Surgery Equipments and Apparatuses,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale of Medical Equipment and Apparatuses,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale of Men Ready-made Clothes,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale of Office Furniture,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Packaging and Wrapping Equipments,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Packaging and Wrapping Material,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Painting Equipments and Machinery,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Perfume,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale of Personal Used Clothes and Outfit,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Plastic Bags and Containers Sales,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Retail sale of Printing Equipments and Outfits,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Professional Safety and Health Equipments and Requirements,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Publications and Media Material E-Trafficking,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
"Retail sale of Schools, Hospitals and Laboratories Furniture",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of second-hand  books,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale Of Seeds And Cereals,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Selling Video Games Devices,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Retail sale of Sewing and Weaving Equipments and Spare Parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Silverware and Table Ware,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Smart Machines and Spare Parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Soap And Hair Care Composition,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale of Specialized Photography Equipment Tools and Outfits,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of stalls of Ice Cream,,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,SRTIP,
Retail sale of Stationery,,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SRTIP,
Retail sale of Trains Spare Parts and its Components,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Treatment and Surgical Medical Instruments and Compositions,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Unit Air-conditioner,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sale of Used Electrical and Electronic Apparatuses and Tools,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Used Furniture,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
"Retail sale of Used Jewellery, Formations and Precious Stones",,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Used Mobile Phones,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Used Spare Parts of Equipment and Machinery,,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Retail sale of Vehicles and Transportations E-Trafficking,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
"Retail sale of Watches , Clocks and Spare Parts",,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Retail sale of Wireless Equipment and Tools,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Retail sale of Women Ready-made Clothes,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Retail sale ofLeather Products and Handbag,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sale sunglasses and non - medical contact lenses,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SRTIP,
Retail sales of mechanical equipment,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Retail sales of New Heavy Equipment and Machinery Spare Parts,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Road and Traffic Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Roastery,103460.0,10,107,1079,Manufacture of other food products n.e.c.,,SRTIP,
Robotic Technology Training,,85,854,8549,Other education n.e.c.,,SRTIP,
Robotics and Smart Machines Trading,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Robots and Smart Machines Rental Services,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SRTIP,
"Ropes, Sacks and Jute Bags Trading",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Rubber Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
"Saddles , Animals and Birds Training Requisites Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Safety and Prevention against Fire Engineering Consultancy,,70,702,7020,Management consultancy activities,,SRTIP,
Safety Concultancy,,70,702,7020,Management consultancy activities,,SRTIP,
Sales Training,,85,854,8549,Other education n.e.c.,,SRTIP,
Salt Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
"Salted, Preserved Fish and Seafood Trading",,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
"Sand, Pebbles and Building Stones Trading",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Sandwich Shop,,56,562,5629,Other food service activities,,SRTIP,
Sanitary Ware Trading,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Satellite Receiving Equipment Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Scaffolds Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Scales and Dry Measures Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
"Schools, Hospitals and Laboratories Furniture Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Science and Technology Consultancy,,72,721,7210,Research and experimental development on natural sciences and engineering,,SRTIP,
Scientific and Laboratory Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Scrap and Metal Waste Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Sea Cargo Services,,52,522,5224,Cargo handling,,SRTIP,
Sea Cleaning Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Search Engine Optimization Services,,73,731,7310,Advertising,,SRTIP,
Secretarial and Office Work Training,,85,854,8549,Other education n.e.c.,,SRTIP,
"Security , Surveillance Systems Installation and Maintenance",,43,432,4321,Electrical installation,,SRTIP,
"Security Devices, Equipment Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Seeds Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
